m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,ar,accuracy,cs,drain
0,896474,24.67,266.33,3821,Extra,409025,216,5.78689,82536,90752,405918,9.2,8.8,3,6
0,1859166,24.67,254.39,3477,Infinite Tsukuyomi,816046,87,5.88147,84267,63289,433378,9.4,9.4,4.2,7
0,1637380,24.67,228.94,4285,Sotarks' Fantasy,777733,88,5.56258,120969,70643,426102,9.2,9,3.8,5.2
16,2514777,24.66,122.17,6680,mario and bowser kissing (illegal),1207609,39,4.60768,3048240,53056,443628,9,8.6,4,5.5
8,1054503,24.64,248.15,3584,Waji's Extra,495332,80,5.78546,175405,84553,412306,9.3,8.5,4,6
0,3130993,24.63,668.82,76,Attend Unto the Call of Xhul,1530752,302,7.84966,5352,36727,459958,9.7,9.5,4.3,5
72,812590,24.62,597.64,153,Guilt,370819,143,5.16313,519706,93880,402807,9,8.7,4,6
0,2260848,24.61,84.2,10324,Len's Classic Insane,971417,159,4.33996,20052,44683,451991,9,8,3,5
64,5463339,24.59,497.25,414,Kuki's Extra,2463569,52,5.3409,31686,2687,493839,9,8.8,3.4,4.8
64,5521578,24.58,222.73,4423,riot's insane,2506744,30,4.01606,135278,2663,493981,9,8,3.6,4
0,2944126,24.58,105.3,8990,Shakumiro's Insane,1429757,67,4.72181,52781,44780,451998,9,7.8,4,5
8,953394,24.57,167.66,7000,Tears,443589,62,4.98744,1157394,89557,407134,9.2,8,4,6
24,2099567,24.56,235.83,3666,Reform's Expert,1002271,74,5.15049,792531,62046,434634,9,9,3.5,5.5
8,811925,24.55,303.68,2472,III,347136,301,5.6712,89483,94357,402381,9.2,8.4,3,7
64,834587,24.54,279.38,3507,Insane,380545,87,4.28596,576754,87870,408806,8.7,7,3.5,6
8,930498,24.54,135.13,5742,Linada's Insane,431082,65,4.99236,300951,90713,405957,9,8,3.5,5.5
8,1045757,24.53,373.64,1626,Remembrance,490662,294,5.77529,184426,85994,410677,9.2,8.5,4,6
64,4873751,24.52,459.9,676,Tylerderp's Extra,2282704,54,5.22242,91996,8714,487957,9.1,9,3.6,5
64,2684841,24.52,392.78,1246,Insane,1293806,254,4.67631,6529,49492,447251,8.5,7.5,4,6
64,5571525,24.51,356.27,1895,Kumocha's EXPERT,2515511,48,5.04207,64581,3655,492873,9,8.7,2.8,4.5
72,748438,24.51,301.1,2472,Insane,338293,87,4.37725,137215,91445,405229,8.5,7,4,6
0,2797780,24.51,164.86,7000,Expert,1347368,203,6.07413,6341,47731,448985,8.5,8,5,5
64,1594554,24.47,48.43,9372,Hard,757410,72,2.86191,3008340,73535,423166,7,6,3,5
64,2245860,24.46,510.19,407,Doormat's Extra,1073074,31,5.63057,321813,58553,438118,9.2,8.5,4,6
0,4637590,24.46,281.77,2938,Resilience,2187360,101,6.1159,14816,19346,477632,9.5,9.2,3.8,5
64,2222862,24.44,441.38,803,SMOKELIND's Expert,1061287,31,5.33518,411966,58766,437761,9.2,8.5,4.1,5.4
0,2081844,24.44,269.94,3233,Emotions,995203,198,5.5352,60597,62303,434377,9.2,9,3.8,5.2
72,3551703,24.43,547.43,316,Our Boy Kongming!,1737733,85,5.40831,28877,37819,458866,8.5,8,4.5,6
72,4874181,24.43,515.83,362,Nymphe's Extra,2281428,58,5.43711,73773,14660,482021,9.2,9,3.8,5.3
0,4168200,24.42,421.86,948,Into the Light,2004303,243,6.44083,15788,27585,469100,9.4,9,4.2,5.5
24,126229,24.42,352.94,1843,Insane,39640,159,5.89826,254984,107493,371248,9,7,4,6
16,2194234,24.42,355.94,1895,Broken Promises,1049899,64,6.20725,182906,17560,479109,9.4,9.4,4,5.8
16,4792159,24.42,55.51,9532,HARD,2242406,86,3.71733,15055,14111,482561,8,6.5,3.8,4
0,5342758,24.42,27.77,9372,karasu's Hard,2431823,137,3.65813,3247,7333,489338,8,6,2.5,4
8,2428358,24.41,329.43,2144,Sotarks' New Adventure,1164077,135,5.86185,95661,53920,442766,9.2,9.2,4,5.2
64,316547,24.41,155.79,5745,Insane,122600,83,3.83544,139551,107493,384352,8,7,4,7
0,3438235,24.4,119.35,7133,Reiszen's Insane,1676605,151,4.80301,69294,37619,459068,8.8,8,4,5
0,2390023,24.4,47.04,9372,Extra,1144729,126,4.97804,37423,53036,443629,9.3,8.2,4.2,6
72,923319,24.39,325.86,2144,Insane,427725,257,4.27059,136654,91319,405351,8,7,4,6
0,958176,24.39,310.65,2377,Xexxar's Extreme,363579,89,6.15842,106814,89155,407516,9.4,9.4,4.1,6
0,1175910,24.39,201.5,4702,Extra,555617,89,5.57393,39465,62980,434227,9.2,8.7,4,6.5
0,674188,24.38,238.6,3666,Calendula,296952,647,5.5526,29673,97824,398850,9,8,4,6
0,4933391,24.38,94.21,9246,Laurier's Insane,2306842,205,4.86334,47813,14057,482615,9,8,4,5
0,3953949,24.37,53.05,9541,Extra,1916289,57,4.46227,43098,31304,465236,9.2,8.5,4.4,5
0,1167317,24.36,236.75,3666,Celsius' Extreme,550344,232,5.70302,7974,74511,422267,9.3,8.5,4,7
8,1810150,24.36,206.83,5155,Extra,865746,88,5.43202,885753,68450,428233,9.2,9,4,5.2
0,2098783,24.36,137.81,5742,Expert,1002716,110,5.11548,320373,62001,434742,9,8.7,3.8,5.2
16,5550920,24.35,217.55,4301,Kumocha's Extra,2506168,63,5.22618,60968,3807,492865,9.2,9,3,4.5
72,2058788,24.34,684.05,72,Extreme,983942,88,5.98465,789426,62607,434045,9.2,9.4,4.2,5
0,3275834,24.34,223.2,4423,Starless Night,1604123,210,5.55222,51909,42476,454215,9.2,8.7,4,5.2
0,4951568,24.34,176.77,6011,cutest friend,2313840,78,5.47978,22810,9842,486837,9.2,8.8,4,5
0,2223134,24.34,134.4,6221,iljaaz's Expert,1061287,31,5.4941,79434,58766,437761,9,8.2,4.2,6
72,606613,24.33,283.4,2938,Cherry Blossom's Insane,264147,85,4.4087,443528,98099,398649,9,7.5,4,7
64,1962068,24.32,369.31,1601,Another,416702,242,4.50549,55305,64402,432298,8.4,8.2,4.3,6
0,2932817,24.32,171.74,7067,Sayu,1424129,85,5.72589,106566,46620,450122,9.3,9,4,6
0,4559073,24.32,142.18,6180,Insane,2143531,176,5.21801,15398,17781,479251,9,8,4,4.5
8,4521745,24.31,542.48,298,sstari's Extreme,2018522,140,7.20004,49171,20642,476054,9.7,9,4,5
0,3671629,24.31,139.2,5742,Happiness,1791677,79,5.25207,10728,35161,461514,9.2,8.8,4.2,5.5
24,1621319,24.3,681.02,72,Deflected Journey,771159,108,7.07068,87102,72291,424280,9.6,9.6,4,6
72,3248625,24.29,457.02,644,browiec's Expert,1572909,100,4.94717,108285,42351,454332,9.1,8.7,3.8,5
8,5339641,24.28,69.7,10562,expert,2446228,45,5.06236,92629,5327,491617,9,9,3.7,5
0,958160,24.27,46.69,9372,Hard!!,444335,90,3.57868,1577558,89509,407187,8,5.5,4,5
8,453042,24.26,155.1,5745,Insane,190222,87,5.00277,1208174,106223,390448,9,8,4,7
24,5080973,24.25,542.41,298,(>///<),150360,301,6.14768,39634,11706,485014,9.3,9,4,6
0,4599213,24.25,402.75,1081,Our Ascension to Heaven,2133658,302,6.28952,36395,20047,476630,9.4,9,3.6,5.5
16,4873748,24.25,264.32,3972,kolman's Extra,2282704,54,5.67065,79706,8714,487957,9.3,9.2,3.8,5
8,2246465,24.25,221.35,4423,Nymphe's Extreme,1073074,31,5.74322,927666,58553,438118,9.2,9.2,3.6,5.2
0,2243773,24.24,184.12,6659,Ready Perfectly,1072007,89,5.16169,101475,57213,439458,9.2,9,4.2,5.5
24,5236256,24.22,204.25,4702,Laurier's Insane,2411364,137,4.93419,21032,9195,487476,9,8,4,5
8,767203,24.21,477.86,564,Extra Stage,347719,343,6.28991,55338,92910,403781,9.3,9,4,6.5
64,793620,24.21,358.99,1895,Insane,361175,158,4.45098,80668,90002,401564,8.5,8,4,6
88,1492010,24.21,95.59,9236,Chromstrata's Hard,705423,32,2.91844,1135845,73457,423214,6,6,4,5
0,4630404,24.19,432.99,916,Crazy,2189260,61,7.07681,52669,17607,479081,9.6,9.2,4.3,5
64,2473353,24.18,271.35,3233,Hooni's Insane,1178935,82,4.356,710388,54082,442466,9,8,3.7,5
64,4939786,24.16,364.35,1868,Yuuma's Insane,2299543,173,4.448,16409,8728,488076,8.8,8,3.6,4.5
0,822553,24.16,303.26,2472,HLW's ONE PUNCH,374827,85,6.4134,209913,89036,407662,9.7,8.5,4,5
24,1262832,24.16,253.75,3477,Soliloquy,596704,86,4.97719,2274307,81947,414726,9,8.5,4,6
0,1952177,24.16,234.71,3666,Extra,935111,87,5.59834,256131,64482,432173,9.2,9.1,4,5.2
0,2564639,24.15,369.73,1626,Garden's Extra,1233707,90,6.66423,22440,51269,445482,9.7,9,3.7,7
64,123585,24.14,183.9,6659,Insane,38629,68,3.7854,203351,107495,371454,8,7,4,7
16,3533716,24.12,755.95,31,!,1729109,240,7.28367,47681,34104,462423,9.7,9.2,3.5,5.8
72,5589761,24.11,527.23,340,Kumocha's Extra,2499448,72,5.66219,31828,2921,493606,9.3,9,3.2,4.5
72,646530,24.11,503.24,417,First Love,286383,234,4.94204,470563,97446,399224,9,8,4.1,7
72,3688576,24.1,456.78,644,Shirayuki,1799321,226,4.66397,7029,36023,460695,8,7.6,4,6
72,257512,24.1,341.82,2103,D.N.Angel,95981,159,4.47001,81511,107493,381283,8,7,3,7
72,4914172,24.09,669.84,89,Expert,2299790,97,5.44368,32931,11868,484837,9,8.5,3.8,5
0,1049962,24.09,326.94,2144,Rumi's Extra,486207,221,6.07826,53217,75586,421130,9.4,9,4,6
0,2606087,24.09,194.67,6253,Expert,1254015,233,5.35188,24598,49581,447154,9.1,7.7,3.9,5.8
64,1260061,24.08,218.37,4301,Insane,595827,85,4.36196,15853,80715,416062,8.2,7,4,7
16,2808923,24.06,672.77,89,Yarinaoshi,1357251,257,7.00721,27569,46972,449730,9.4,9,4,6
64,3408259,24.06,461.21,676,Flower of the Dead,1668922,271,4.71927,10722,36999,459716,8,8,4,6
8,1236756,24.06,52.15,9541,Hard,584575,45,3.40293,1615392,77291,419472,7.5,6,4,5
0,1593298,24.05,189.45,6011,fufufu,284931,238,5.24603,40690,19593,477094,9,8.5,3.7,6
24,5517125,24.05,222.49,4423,Nymphe's Expert,2499448,72,5.28471,8483,2921,493606,9.2,8.5,3.2,5
72,5497462,24.04,576.22,168,Lovely,2499570,49,5.7341,67972,4532,492139,9.3,9.2,4,5.2
0,4765998,24.04,226.98,4285,Kimi ga Suki,2242289,214,5.68405,2044,14579,482100,9.2,8.5,4,6
24,713442,24.03,323.87,2315,deetz' Expert,320118,77,5.64416,647725,93752,402956,9.3,9,4,6
0,3804701,24.03,240.6,3537,who da hell is an apple,1851719,215,6.75161,3272,28100,468573,9.1,9,4.9,6
64,1456572,24.03,91.9,9246,Akitoshi's Hard,687879,30,3.56508,53955,65728,430942,8,6,3.5,5
0,1008851,24.02,414.58,901,Simple,370467,223,6.70773,41789,84988,412049,9.6,9,4,7
64,1347841,24.01,151.63,7627,Insane,635171,45,3.78283,721256,79674,416996,8,7.5,4.2,6
72,4177854,24,198.04,6253,Dawn,2008363,76,4.24812,5240,20349,476331,8.5,8,4,5
16,2764676,24,249.64,3477,Aakki's Another,1332626,91,5.0742,36567,48715,447983,9,8,3.8,5.2
16,4868672,24,228.94,4285,Laurier's Insane,2278555,134,4.58707,34592,14038,482649,9,7,4,5
0,2690223,24,167.85,7000,Kowari's Extra,1295652,92,5.14062,115987,50367,446329,9.2,8.5,4,7
0,4586964,24,207.18,5155,Extra,2172879,87,5.71643,4455,18635,478052,9.3,8.6,4,5.5
0,4089744,24,181.47,6659,killian's Insane,1957823,197,5.05917,13015,27859,468811,9,8.2,3.7,5
0,5262980,24,164.9,7000,Red Bow Apple Pie,2419808,138,5.34325,1929,8688,488046,9,8,4,5
8,5394208,23.99,268.93,3821,PikA's Extra,2464474,68,5.93907,88272,6550,490120,9.3,9,2.6,5
0,2736744,23.96,508.78,448,Collab Extra,1321114,279,6.91365,7275,42537,454145,9.5,9,4,7
0,2114963,23.96,73.54,10562,trynna's insane,919644,182,4.40101,54486,60267,436404,9,8,4.2,6
8,1024483,23.95,366.51,1601,Taeyang's Miracle,461966,348,5.82884,83624,85496,411175,9.3,8.8,3.8,6.5
16,3500764,23.95,64.89,7026,Agent P,1713305,42,4.60224,6829,7101,489575,8.5,8,4.1,6
8,5514993,23.94,388.72,1443,EXTREME!,2440245,42,6.99309,71135,1450,495221,9.6,9.4,3.5,4.8
72,148316,23.94,190.71,5622,Insane,44591,134,3.62588,146075,107493,371490,8,7,4,6
0,2462700,23.94,96.55,9236,Hantrik's Insane,1167000,217,4.60081,31082,47871,448878,9,7.6,3.8,4.8
64,4633100,23.93,334.22,2274,Another,1049899,64,4.98046,145106,17560,479109,9,8.7,4,5.2
0,1881837,23.93,303.77,2472,Eternal Life,901188,90,6.19761,96183,65953,430764,9.5,9.4,3.8,5.2
72,5542713,23.9,904.69,7,nymphe's extreme,2513884,44,6.33762,57421,1888,494640,9.7,9.4,3.4,4.5
64,578505,23.9,145.28,6470,W h i t e's Insane,249819,53,3.46107,144437,101638,395034,8,7.5,4,7
8,2796264,23.9,106.98,8990,Oriental's Insane,1350397,89,4.47961,67243,46526,450145,9,8,3.8,5.5
0,2090785,23.9,79.68,10324,/)>w<)/*\(>w<(\!!!!!,999616,87,4.30135,86418,62402,434322,8.5,7.3,4.2,5
8,2581610,23.89,409.79,973,I am Song.,1241753,92,6.51162,75176,48487,448225,9.6,9.3,4,6
24,1702172,23.88,447.87,730,NiVo's Extra,807850,84,6.37573,430911,69809,426869,9.4,9.3,4,6
0,2381026,23.88,130.65,6221,Insane,1117851,243,4.89859,183249,55677,441009,9,7.5,3.8,5.5
72,2431320,23.86,464.8,591,browiec's Expert,1049899,64,5.24003,212040,17560,479109,9.2,9,3.5,5.4
64,2102289,23.86,289.25,2933,Insane,1004468,37,4.62464,1174680,62005,434558,9,8.5,3.8,5.5
0,766938,23.86,190.56,5622,Anzu,347586,113,5.29158,203825,94812,401929,9.3,8.3,4,6
0,1557814,23.84,211.02,4643,Saten's Spiral Chaos,737644,273,5.10675,13923,73910,422777,9,8,4,6
16,5271748,23.83,418.9,901,PikA's Extreme,2422687,120,6.42216,31831,8326,488305,9.5,9,3.4,5
0,592113,23.82,604.26,153,Onslaught,258961,314,7.29987,33669,100102,396568,9.7,9.2,4.2,5.7
64,1984297,23.82,396.56,1214,collab insane,947717,155,4.62438,94257,64170,432458,8.7,8.5,3.5,5
0,5296274,23.82,331.51,2274,this must be love...,2431217,36,6.47122,42259,6307,490229,9.5,9.4,4,4.5
0,5014395,23.82,68.92,7026,nanaka needs another cutie in the box,2331253,73,4.63481,10052,9533,487265,8.8,8,4,5.5
0,1097612,23.81,263.16,3972,Linada's Extra,494606,217,5.77586,65599,85602,411069,9.3,8.3,3.3,6.3
0,692389,23.8,356.59,1895,Forever And A Day,309744,306,5.86508,25910,98874,397796,9.2,9.2,4.2,6.5
8,5416771,23.77,517.39,362,Sloppy Gift,2472271,68,7.79059,41613,6213,490349,10,9.5,4,5
64,5020166,23.77,95.89,9236,serene,2337910,90,3.6623,1498,11877,484864,8,7,4,5
72,2451194,23.76,275.65,3507,NiNo's Insane,1174505,74,4.24138,345050,53346,443343,8.2,8.2,4,5
72,2097898,23.75,768.09,28,Catastrophe,1002271,74,6.1486,578070,62046,434634,9.2,9.2,4,6.2
0,1410776,23.75,178.34,6011,Freestyle,666566,159,5.48352,28575,77469,419201,9,8,4,7
0,786021,23.75,119.21,7133,iyasine's Lunatic,352570,153,5.07879,661941,94222,402489,9,8,4,6
72,2096800,23.74,682.51,72,Sabishii,1001653,158,5.52778,316332,59491,437197,9.3,8.8,4,6
8,3320563,23.73,240.87,3537,A r M i N's Nightmare,1620540,65,5.82559,175978,41465,455225,9.2,9,4,5.6
64,5315678,23.71,606.05,139,Nymphe's Extra,2436628,67,5.76483,35539,7442,489238,9.4,9,3.6,4.5
0,2656918,23.71,269.98,3233,Extra,1279020,112,5.84543,15217,50707,445969,9.2,9,3.8,5.5
0,3167836,23.71,122.89,6680,Insane,1521890,185,5.01526,29707,38449,458211,9,8.2,3.8,5
64,1010309,23.69,233.59,4351,Doyak's Nagisa-Insane,438531,84,4.10282,63513,85910,412214,8,7,4.1,7
0,474929,23.69,66.51,7026,Insane,200374,139,3.97395,168433,100474,396196,8.3,7,4,7
0,2025393,23.68,311.79,2377,Fortissimo,967875,293,5.81187,28251,61457,435083,9.3,9.2,3.8,5
72,5440869,23.67,539.97,298,ram's extra,2463664,57,5.50343,60610,5442,491496,9.3,9,3.5,5
8,1675830,23.67,182.46,6659,A r M i N's Extra,798007,45,5.23413,367488,71610,425023,9.1,9.1,3.8,5.2
64,1938466,23.67,100.75,6670,Shunao's Hard,925343,115,3.27548,164610,65401,431327,8,6.5,3.5,4.6
72,4234869,23.66,374.45,1626,Collab Affection,2031733,248,4.3617,5503,24501,472170,8,7,4,5
0,4968054,23.66,291.17,2896,extreme,2317157,105,6.18073,13439,13295,483376,9.4,9.3,4,5.8
72,3315140,23.65,322.95,2315,Bellicose's -328 (Extra),1619052,65,4.88029,8732,39467,457091,9,8,4,5
0,2646568,23.64,54.5,9532,Hard,1263014,131,4.08561,279029,50441,446242,8.2,6,3.5,4
64,2084368,23.63,63.42,10201,Dubturt's Hard,990308,85,3.09342,9207,60767,436072,7.2,6,3.8,5
88,1711983,23.63,48.06,9372,CUT THE NORMAL,816264,37,2.06897,758682,67751,428978,4.5,3.5,3.5,3
64,2453508,23.62,374.45,1626,Akitoshi's Insane,1175471,83,4.67804,80100,51782,444772,9,8,3.8,5.5
64,137650,23.62,327.14,2144,Cookiezi's Insane,43337,93,4.4884,69180,107493,371189,8,7,4,7
64,5104999,23.62,128.65,8375,Hard,2366783,144,3.76677,5345,11093,485590,8,6,3.6,5
0,4851870,23.62,90.73,9246,Andrea's Insane,2099189,171,5.30893,3115,14712,482058,9,8,3.5,5
0,2404195,23.62,44.15,9372,Wonder,1151806,87,4.1311,82971,54996,441682,9,8,4.2,6.5
0,1631954,23.61,122.81,6680,Silky's Insane,770165,67,4.90509,141426,72500,424191,9,8.2,4,6
0,1213586,23.6,254.58,3516,Confession,572790,302,5.56326,94832,82138,414537,9.3,8.6,3.7,5
72,871154,23.57,357.67,1895,Deep,399061,35,4.60811,767946,91866,404814,9,8,5,6
72,4849082,23.56,740.18,43,Nymphe's Extra,1464487,46,6.297,127197,14660,482014,9.5,9.4,3.6,5
0,899534,23.56,82.27,10324,Little's Insane,411894,72,4.99053,254756,90652,406019,9,7.5,4,6.5
64,4908548,23.54,575.52,168,Tylerderp's Neat Freak Dad,2295424,53,5.74154,52246,11871,484827,9.3,9.2,3.7,5.2
72,1762724,23.54,295.03,2715,Expert,842412,30,4.75176,5564403,69720,427022,9,8.7,3.8,5
0,3074734,23.53,407.4,1026,Airman,1500443,250,6.29868,6198,40075,456629,9.3,9.2,4,6
0,794750,23.53,342.25,2103,Marvel,361790,302,6.12578,75534,95253,401505,9.3,8.4,4.2,6
0,1857258,23.52,68.98,7026,Kalindraz's Insane,838193,94,4.65987,528921,66143,430553,9.1,7.5,4.4,5
0,5605923,23.51,71.92,10562,Hard,2533832,71,3.7089,2826,1819,494877,8,6.4,3.4,4.5
8,817929,23.49,451.77,661,Skystar's Caramel,297969,223,6.61017,291054,93541,403196,9.5,9,4,6
64,3921845,23.48,46.96,9372,ItsCactus' Hard,1893612,94,3.69663,23896,30859,465841,8,6.5,3.6,4
16,2223144,23.47,102.72,6670,Anzei's Another,1061287,31,4.97003,1530243,58766,437761,9,8,4,5.4
72,2359179,23.45,464.78,591,Dreamy Skies,1129303,220,4.89762,52119,54610,442145,9.2,8.8,3.8,5.2
0,970331,23.45,289.09,2933,SMASH!,437797,116,6.10859,209178,75274,421932,9.4,9,3,6
0,3129187,23.45,92.5,9246,JayBone's Insane,1509063,216,4.5423,6059,17351,479319,9,8,4,5
0,3986984,23.43,591.66,138,Stage 5: Clownpiece,1930121,301,7.25352,12182,23663,473035,9.7,9.5,4.2,5.2
0,2509341,23.41,400.62,1081,EVOLUTION,1205078,309,6.34422,53982,53464,443206,9.4,9,3.8,5.7
0,1352602,23.41,142.65,6180,toybot's Another,578755,111,5.52736,85356,75909,420866,9,7.5,4,5
0,2149545,23.41,64.68,7026,Melwoine's Insane?,1027950,84,4.86523,90639,58053,438625,9,7.7,4,5
0,2690301,23.41,79.63,10324,Insane,1127355,88,4.46282,29863,47712,449127,9,7,4.2,5.5
72,2217239,23.39,354.48,1843,Classic Extra,1058672,53,4.90289,47979,58852,437937,8.5,8.5,4,5
0,2695411,23.39,304.92,2183,Kowari's Extra,1280404,237,5.80059,27501,45767,450911,9.3,9,3.8,5.2
0,3216574,23.38,447.18,730,Flask's Extra Stage,1561963,95,6.83716,20549,40614,456159,9.6,9,4,5
8,340484,23.38,81.51,10324,Superior,135972,94,4.28069,63610,104858,393217,8.3,8,4,6.5
0,3927817,23.36,484.44,487,Werhakon's Extreme,1837608,209,6.89404,19457,26914,469756,9.6,9.3,3.8,5.2
16,3308755,23.36,244.03,3537,Extra,1620540,60,5.7331,136627,41465,455225,9.2,8.8,3.8,5.2
0,2312962,23.36,74.19,10562,Kowari's Light Insane,1105934,102,4.50904,112977,53680,442990,9,7.5,3.8,4.5
80,1965347,23.36,70.22,10562,Akitoshi's Normal,935111,87,2.13225,205146,64482,432173,5,4,3,4
64,5332820,23.35,373.62,1626,Ririchi's Insane,2441966,75,4.877,33678,6929,489745,9,8,3.3,5
72,2456559,23.33,475.12,564,browiec's Extra,1175471,75,5.15023,95505,51782,444772,9.2,9,4,5.4
0,275259,23.33,155.99,5745,8-bit,104746,151,5.01019,69169,93602,403120,9,8,4,7
0,1257955,23.33,35.5,9372,Hard,594429,89,3.48425,1274808,79824,416846,8,6,3.8,5
16,4883762,23.32,364.43,1868,Tylerderp's Extreme,2288607,32,6.73591,168328,14104,482566,9.5,9.5,3.2,5.4
88,5394968,23.3,727.85,45,Kuki's Extra,2464474,68,5.62383,166617,6550,490120,9.2,8.8,3,4.6
0,1165105,23.28,257.79,3516,Extra,547504,172,5.76058,86175,74095,422596,9.3,8,4,6
64,1071565,23.27,215.47,4301,Antares' Light Insane,501992,42,4.13486,588600,82142,414528,8.7,7.7,3,5
64,151569,23.27,210.82,4643,Insane,49114,167,3.82286,361762,107493,372862,8,7,4,7
16,1026729,23.26,286.29,2933,Taeyang's Good Good Time,480765,91,5.36405,1272097,81501,415193,9.3,8.5,4,7
16,4808501,23.25,618.77,123,Plasma's Extreme,2250663,86,7.42376,53835,14659,482018,9.7,9.7,3.6,4.5
24,633519,23.25,312.5,2377,jieusieu's Solution,275461,89,5.6711,179176,100198,396473,9.3,8.2,4,6.9
8,153895,23.24,82.11,10324,Hard,50006,118,3.6226,179251,107493,371769,7,6,4,6
8,1125454,23.24,83.32,10324,pkhg's Insane,483441,88,4.10789,131010,85006,411685,8.6,7,4,6
0,821165,23.23,265.6,3821,Extra,374858,185,5.97114,48662,93238,403432,9.2,8,4,7
72,4458046,23.22,430.31,916,Insane,1569753,128,4.68962,85115,22717,473953,8.7,7.5,3.6,4.5
0,5175578,23.22,79.82,10324,Shinjuko's Insane,2289857,187,4.74247,7392,9339,487197,8.9,8.2,4.2,4.2
0,1431005,23.21,116.7,7133,Insane,632130,88,4.99691,180243,77725,418949,9.2,8,4,6
0,1562151,23.2,68.91,7026,Darling,739368,67,4.37947,431685,72501,424120,9,8.3,4,6.5
72,4834702,23.18,844.28,16,Kuki's Extra,1464487,46,6.41312,135696,14661,482014,9.5,9.4,3.4,5.2
72,5548099,23.18,450.34,661,MISERY,2515822,52,5.11053,53590,2822,493989,9.2,9,3.8,5.4
0,164020,23.18,219.17,4301,Insane,53857,130,5.49248,1350721,107493,376626,9,9,4,6
0,2601802,23.18,166.95,7000,Matha's Expert,1195435,95,5.46276,10974,51790,444950,9.2,8.4,4.2,6
72,5286389,23.17,487.05,492,Reform's Expert,2390209,42,5.39372,165302,7503,489024,9.2,9,3.6,4.6
0,5045992,23.17,328.14,2144,Apex,2346466,160,6.19519,17831,12255,484416,9.5,9,4,6
0,2660383,23.17,150.84,7627,Arc's Insane,1230998,211,5.06425,42770,49694,447008,9,8,4,5
72,5150434,23.17,114.75,7133,Hard,2382142,68,2.98628,48719,8082,488596,7.5,6,3.6,4
0,5627086,23.16,535.66,284,Shining Star,2541449,220,7.3383,1368,650,495888,9.5,9.4,4,6
72,5392275,23.16,288.56,2933,insane,2463664,57,4.5503,95192,5442,491496,9,8,3.6,4.5
0,2587026,23.16,247.25,3584,Reform's Expert,1244533,221,5.69169,83193,52298,444468,9.3,9,3.5,5.2
64,2221396,23.14,334.59,2241,Xenon's Insane,1035982,135,4.35387,13374,59434,437236,8.4,7.5,4.2,5
64,192530,23.13,270.4,3233,Shiro's Insane,60404,194,4.18678,20021,105033,391645,8,7,4,6
0,1983405,23.13,165.38,7000,SMOKELIND's Extra,942866,82,5.23283,108306,63736,433010,9,9,3.6,5.2
0,5109227,23.12,356.02,1895,Sunken City by The Ocean,2291108,65,6.59321,13155,10814,485856,9.6,9.5,4,5
64,1988748,23.11,423.46,948,Extra,952409,66,5.0774,2621484,64363,432333,9.2,8.5,3.8,5
16,676172,23.07,447.82,730,Dreamer,185250,178,6.20049,518042,95209,401583,9.5,8.8,4,6.5
24,4873748,23.07,274.25,3233,kolman's Extra,2282704,54,5.67065,79706,8714,487957,9.3,9.2,3.8,5
64,5143161,23.07,242.11,3537,Fuxi's Insane,2379887,58,4.29073,116194,10520,486160,8.7,8,3.4,5
0,1607221,23.06,63.49,10201,Hard,763337,169,3.95557,196362,68728,427943,8.3,7,4,5
0,204107,23.06,70.54,10562,Hard,70104,144,3.73971,50416,107493,377761,8,6,4,6
2,4641116,23.06,48.33,9372,TILL DEATH DO US PART,2193814,189,4.6738,19915,17631,479093,9,8,3.8,5
72,793620,23.05,383.38,1496,Insane,361175,158,4.45098,80668,90002,401564,8.5,8,4,6
0,1933561,23.05,212.05,4643,Koori's Extra,925078,83,5.59043,65826,64416,432134,9.2,9.1,3.8,5.4
0,5576584,23.05,102.86,6670,Kumocha's Extra,2516259,51,5.19552,11115,410,496264,9.2,9,3.2,5
0,4782891,23.05,50.01,9541,Damp Insane,2248988,116,4.31484,14326,8209,488483,8.6,7,4,5
24,855536,23.02,457.84,644,Storm,355073,155,6.12843,42186,90709,405961,9,8,4,7
8,2340750,23.02,192.07,5622,Insane,1119169,212,4.71917,30656,41708,454980,9,8,4,5
72,1897567,23.01,388.3,1443,Expert,906786,87,4.95222,1899342,66077,430475,9,8.7,3.8,5
8,434870,23.01,184.94,6011,Revelation,176934,236,5.25475,360449,105491,391179,9.2,8,4,7
0,3321417,23,147.23,6470,Just Whip It,1626881,185,4.78623,2437,39791,456920,9,8.3,4,6.5
0,1951581,23,86.76,7868,Insane,934806,82,4.61734,7875,65439,431231,8.7,8,4,5
0,2608105,23,52.16,9541,Insane,1254930,142,4.63848,18035,50805,445894,9,7.5,4,8
24,1868547,22.98,437.43,711,Alphabet's Extra,890270,117,6.21673,110781,64968,431727,9.2,8.7,3.8,5.3
0,2650850,22.98,48.59,9372,Collab Hard,1275814,144,3.46834,63979,50530,446142,8,6,3.7,5
72,4648021,22.97,592.72,138,Nymphe's Extra,2194372,82,5.48892,22608,17344,479326,9.2,9,3.8,5.5
0,1228616,22.97,340.69,2103,Sway!!,513294,418,5.91409,48114,79151,418638,9.2,8.2,4,6
0,1474012,22.94,511.03,407,Madness,695743,213,7.00484,57816,71772,424761,9.6,9.2,3.8,6
