m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,ar,accuracy,cs,drain
64,2835866,0.03,215.79,4301,Hard,1371662,173,3.8456,7772,47375,449348,8,6.5,3.8,4
8,1092431,0.03,203.7,4702,ShiraKai's Extra,511055,88,5.53554,50300,86046,410663,9.3,8.3,4.1,6
24,272291,0.03,211.35,4643,Insane,103281,81,4.89529,236697,107493,384195,9,8,4,7
16,440413,0.03,197.18,6253,cwR's Insane,183267,126,4.78486,100679,104507,392164,8.5,7,4,6
0,1354138,0.03,206.2,5155,Y,638341,74,5.41591,19602,64656,432015,9.1,8.3,4.2,6
64,5502648,0.03,199.9,4702,Insane,2499856,72,4.71754,11344,4554,492338,9,8,4,5
64,3411191,0.03,171.22,7067,Andrea's Blue Sky,1670152,31,4.27949,25534,28384,468286,8.4,8,3.8,5
0,5136296,0.03,202.39,4702,Flower's Another,357235,65,5.60866,616,10568,486104,9.3,8,4.8,6
0,1602267,0.03,203.43,4702,Future,756685,104,5.54721,9891,72390,424313,9.3,9,4,6
72,5530539,0.03,192.39,5622,gwb's Insane,2502997,51,4.78801,16072,2900,493770,8.8,8,3.4,4.5
16,4681478,0.03,200.77,4702,Log Off Now's Expert,2208114,84,5.23577,31194,18621,477958,9.1,9,4,5
24,892543,0.03,208.24,5155,insane?,409898,219,4.55368,240550,91266,405405,8.7,7,4,6.5
24,1608872,0.03,196.81,6253,kalibe's insane?,765169,84,4.98599,142416,73121,423550,8.6,7,4,5
72,3125449,0.03,212.66,4643,LV.10 Kuse's Hard,1507979,206,3.6611,18851,41598,455034,8,7,3.5,4
8,3415785,0.03,194.23,5622,Style,1672319,86,5.53398,19323,39327,457353,9.3,8,4,6
0,1325333,0.03,212.09,4643,Expert,628657,137,5.26611,11869,78917,417799,9.1,8.5,4.3,6.5
0,4722206,0.03,202.88,4702,semfi's expert,2223158,86,5.87409,21038,12499,484172,9.5,9,4,5
0,5074737,0.03,193.56,5622,otudou's Extra,2354923,155,5.61419,2117,11739,484997,9.2,8.6,3.8,5.4
0,4178027,0.03,194.67,6253,Bazuso's Extra,2005456,176,5.89313,4657,12109,484562,9.3,8.5,4.5,5
64,885030,0.03,171.85,7067,Mamayu's Insane,399358,87,4.49388,1959375,91465,405351,9,7,4,6.5
16,2998903,0.03,203.53,4702,Meyrink's Insane,1459427,224,5.02253,23774,45631,450910,9,7.5,4,6
8,2540400,0.03,200.37,4702,Expert,1221214,100,5.34615,19706,49732,446978,9,8,4,6
64,703043,0.03,192.51,5622,Raose's Hard,315299,186,3.84533,25791,97589,399089,7.5,6,4,6
24,425890,0.03,193.72,5622,Insane,69137,223,4.84022,270528,104488,392183,9,7,4,7
0,5617595,0.03,165.18,7000,Evergrowing Love,2538451,98,5.75215,3088,2428,494266,9.2,8.8,4,5.5
0,4198032,0.03,203.04,4702,Prince,2016464,208,5.37671,1958,21975,474955,9.3,8.6,4,5.4
0,2414719,0.03,196.73,6253,Ky's Another,905572,225,5.72902,4707,55231,441587,9.3,8,5,6
72,5179050,0.03,183.78,6659,alevi's INSANE,2391474,87,4.70695,5741,10146,486538,8.9,8,3.8,5
0,5031555,0.03,191.62,5622,Muz's Master,2275584,122,5.90352,3620,11328,485367,9.2,8.5,3.3,5
8,5207934,0.03,190.76,5622,Collab Insane,2271637,201,5.109,3193,9553,487342,9,8,4,5
72,2852338,0.03,194.39,5622,Yuuma's Insane,1149583,107,4.69665,35794,45679,450990,9,7,3.6,5.5
0,2319420,0.03,189.71,5622,AIR's Insane,1109660,239,4.9846,4137,51474,445395,9,8,4,5
0,859009,0.03,155.65,5745,SCV's Expert,394674,194,5.118,43564,86612,410105,9,8,4,7
8,1628131,0.03,141.41,6180,A r M i N's Extra,774670,56,5.17763,423333,67453,429353,9.3,9,3.8,6
0,4050391,0.03,194.2,5622,Kanui & pnky's Insane,1955618,219,5.07658,7633,29976,466555,9,8,4.1,5
0,2312927,0.03,185.55,6011,Expert,1101542,179,5.39604,14940,57069,439608,9,8.8,4,5.5
0,637477,0.03,140.71,6180,INFINITE,248876,115,5.30308,246562,99568,397157,9,8,4,7
8,2894585,0.03,189.89,5622,alacat's Insane,1123764,146,4.83479,39429,43895,452921,9,8,4,6
0,2642485,0.03,188.94,6011,AYE1337's Insane,1152932,256,4.95101,18246,48306,448451,9,8.1,3.8,5
0,1855713,0.03,186.15,6011,eINess' Insane,843226,263,5.18567,20997,65633,430995,9,7.5,4,6.5
0,1184224,0.03,185.39,6011,wkyik's Insane,559978,84,5.70392,24493,82582,414088,9,7,4,7
72,668549,0.03,158.73,5745,Insane,297882,84,4.01541,279847,99264,397432,8.5,7,4,7
8,4339943,0.03,185.83,6011,Insane,2069280,101,4.91214,4417,23368,473372,9,8,4,5
0,4286009,0.03,183.3,6659,Insane,2052103,144,5.19953,9514,25414,471267,9,8,4,5
72,1565700,0.03,190.94,5622,Insane,742294,118,4.15193,33921,72393,424305,8.5,7,4,6.4
8,535131,0.03,180.93,6659,Insane,147430,243,4.9232,108619,99639,397056,9,7.5,4,6.5
0,3965630,0.03,158.13,5745,4 - You're Extra,1919786,65,5.21987,184550,31018,465665,9,8.6,3.6,5
0,751136,0.03,185.97,6011,Mahou no Mori,339529,304,4.98078,9061,96465,400247,9,8,4,6
16,1974323,0.03,185.38,6011,Mir's Insane,942642,88,4.81364,644058,63949,433032,9,8.5,4,5
0,332962,0.03,174.55,6011,Extreme,132389,105,5.78515,27268,107493,386506,9,8,5,7
0,1693599,0.03,142.95,6180,Extra,805555,111,5.52686,14193,62316,434536,9,8,4,6
64,137166,0.03,186.98,6011,Painful World!,43714,165,3.71304,294799,107493,369410,8,7,4,7
8,798827,0.03,186.25,6011,Ins@ne,363873,84,5.05791,38944,93822,402859,9,8,4,6
0,1612272,0.03,175.81,6011,Lasse's Extra,764263,83,5.9433,1139,20117,476894,9.2,8.5,4,6
8,2483452,0.03,184.32,6659,Present's MeaMea,1180061,97,5.07462,33923,52591,443944,9.2,8.8,4,5
8,817987,0.03,149.66,7627,DREAMER,373373,165,5.13113,473805,91201,405503,9,8.5,4,6
0,5416763,0.03,181.01,6659,Kuki's Expert+,2472271,68,5.49561,48878,6213,490349,9.3,8.8,3.6,4.8
64,1709647,0.03,178.24,6011,Nikatan's Light Insane,805618,86,4.0371,41238,68447,428241,8.5,7,3.8,5
8,2220763,0.03,184.25,6659,Insane,1060676,220,4.90706,14475,53301,443370,9,7.7,4,6
0,326451,0.03,186.02,6011,Insane,128908,75,5.43692,27041,107493,385550,9,7,4,7
8,1480224,0.03,140.51,6180,Akitoshi's Insane,696175,214,4.91066,301023,72967,423663,9,8,4,5.5
0,703042,0.03,169.65,7067,Quilt's Insane,315299,191,5.04995,91890,97589,399089,9,8,4,7
0,4636436,0.03,181.7,6659,Airin's Extra,2190345,144,5.4288,1229,18354,478320,9,8.6,3.8,5
16,722525,0.03,183.57,6659,Smoothie World's Extra,325158,78,5.53028,221703,96203,400560,9.3,8.8,4,6
72,1004511,0.03,177.15,6011,Journey,469756,41,3.87864,123887,87337,409432,8.3,7.3,4,6
64,238698,0.03,170.92,7067,Saten's Insane,79038,88,4.04512,93738,107493,382051,9,7,4,7
0,252000,0.03,179.56,6659,Insane,93397,187,5.25876,113782,107493,385249,9,7,4,7
24,2916911,0.03,173.08,7067,Insane,1323207,216,4.86396,35567,45093,451603,9,7,3.6,5.5
0,2687919,0.03,169.86,7067,Hysteria Collab,1295436,342,5.26056,9884,48526,448721,9,8,4,5
0,4427787,0.03,179.32,6011,Insane,2109476,106,5.04294,4841,22996,473679,9,8,4,5
0,1543364,0.03,178.29,6011,Ts8zs' Insane,670800,87,5.18762,41607,73289,423455,9.4,7,4,7
0,2658514,0.03,169.56,7067,cocona's Extra Stage,1257553,119,5.44611,16520,49794,446893,9,8,4,5
8,685141,0.03,162.09,6322,Insane,306028,64,5.09702,52670,96644,400076,9,7.5,4,6.7
0,1088497,0.03,171.38,7067,Kanau's Another,511055,88,5.32481,49875,86046,410663,9.2,8.2,4,6.6
0,267275,0.03,170.46,7067,Insane,97925,232,5.76316,2981,12618,483933,9,8,4,7
0,5304879,0.03,169.5,7067,Take's Insane,2138549,246,4.97613,7867,6053,490631,9,8,3.8,4
72,1241508,0.03,174.83,6011,Hard,533037,218,3.3033,75789,77278,419397,8,5.5,4,5
8,3166638,0.03,173.24,7067,Respirte's Extra,1546834,149,5.26481,42329,42301,454380,9,8,3.8,5.2
0,2164424,0.03,178.45,6011,Elcheer's Another,1032027,166,5.90505,5931,59974,436680,9.2,8.2,3.5,5.5
16,1796421,0.03,163.55,6322,NiNo's iNSANE,859718,88,4.92863,401571,68784,427846,9,8,3.8,4.8
64,457350,0.03,168.42,7000,Insane,192283,216,3.6874,45366,104856,391819,8,7,4,7
8,1799638,0.03,170.86,7067,Imouto,854509,31,5.24411,98253,64176,432465,9.2,9,3.5,6
0,5499804,0.03,170.67,7067,well-mannered lady,2500296,70,5.65871,3454,3697,492974,9.2,9,4,5
0,875761,0.03,144.99,6470,Niseclick,402741,304,5.24712,126498,91853,404848,9,8.2,4.2,6
72,167620,0.03,177.17,6011,Insane 'w',54800,87,3.59924,25511,107494,374475,8,7,4,8
0,3686511,0.03,164.88,7000,Affection,1798371,198,5.15401,19828,36209,460461,9.2,9,4,6
64,2917617,0.03,163.41,6322,Alex's Hard,1412928,84,3.95891,8318,46861,449836,8,7,3.7,5
24,785982,0.03,164.81,7000,N a s y a's Insane,352570,150,4.62322,1231877,94222,402489,9,7,3,6
8,3148521,0.03,162.29,6322,Dust,805455,149,4.78742,11804,40583,456243,9,8,3.8,6
1112,2154181,0.03,165.88,7000,Normal,935602,147,2.58812,7438,48379,448378,5,5,3.5,4
64,3149806,0.03,163.78,6322,Hard,1540855,89,3.82483,5671,44132,452583,8,7,4,5
0,3323398,0.03,158.53,5745,Beloved,1627917,231,5.37984,4264,38836,457780,9.3,8.8,4,5
24,832140,0.03,163.83,6322,XiMerx's Insane,379296,87,5.37219,369952,93115,403558,9.3,8,4,6
0,535563,0.03,162.55,6322,Luxoversible's Insane,157617,246,5.16364,104340,98163,398513,9,8,4,5
72,2620914,0.03,208.99,5155,NIKAKIS' HARD,1260801,48,3.96099,60511,51884,444812,8,6.4,3.6,4
0,4193744,0.03,166.56,7000,Fairy Tail,2015043,86,6.14036,2924,1535,495166,9.4,9,4,5
8,1451019,0.03,158.54,5745,Little's Insane,684717,85,4.97048,85689,76375,420296,9.2,7.6,4,6
0,2256636,0.03,151.49,7627,After Rain,1078381,97,4.98034,20448,55235,441438,9,8,4,6
0,3991106,0.03,161.48,6322,AsuKo's Insane,1895910,209,4.64885,7558,31155,465502,8.8,8,4.2,5
8,137205,0.03,158.45,5745,Lunatic,43728,168,4.9022,228111,107493,374387,9,8,4,6
72,5394822,0.03,158.07,5745,Amats' Hard,2464474,70,3.56536,30173,6550,490120,8,7,3.4,4
0,4113743,0.03,147.62,6470,Jiysea Sensei's Extra,1981110,127,5.61347,7413,27506,469172,9.2,9,4.2,5
0,5142614,0.03,153.64,7627,Sweet Lie,2379714,140,5.20331,1746,7756,488977,9.2,8,4,5
0,5693983,0.03,167.79,7000,Watanabe Akari's Extra,1322088,48,5.27969,1025,953,495792,9.2,8.5,4,5
0,2362712,0.03,158.42,5745,PikA's Insane,1115477,228,4.87429,121743,53707,442964,9,8.5,3.8,5
24,1989332,0.03,140.29,6180,Fiery's Extra,942866,89,5.34004,82764,63736,433010,9,9,3.2,5
0,215181,0.03,157.15,5745,Insane,76366,191,4.9892,338684,107493,378706,9,8,4,7
72,4212435,0.03,146.13,6470,ganyu lover's Insane,2015117,87,4.27349,9444,25291,471408,8.7,7.5,3.8,5
72,105921,0.03,153.99,7627,Hard,32369,151,3.47937,31657,107493,374361,8,7,4,6
0,759638,0.03,151.28,7627,wa's Extra,325307,80,5.04683,694211,93212,403458,9.2,8,4.2,6
0,5219065,0.03,147.59,6470,You Like Me and I Like You,2405583,47,4.8369,56849,6285,490262,8.8,8.2,3.8,5
0,380964,0.03,147.31,6470,Insane,155285,127,4.98947,192878,107493,388362,9,8,4,7
64,146396,0.03,147.97,6470,Insane,46605,88,3.37419,139059,107493,370357,8,7,4,7
0,5168780,0.03,150.2,7627,S_Saika's Insane,2364820,89,4.95511,11521,7681,488847,9,8.8,4.2,4
0,2909380,0.03,133.68,6221,Insane,1409421,163,4.80943,27938,45349,451368,9,7.5,4,5
0,1643781,0.03,143.36,6180,Run Away,782869,83,5.80676,14427,71298,425454,9.2,8.5,4.6,6.4
0,155795,0.03,144.33,6180,Insane,50708,193,5.12523,29285,107493,373380,9,7,4,7
0,4272077,0.03,140.22,6180,Insane,2046487,189,4.76775,8461,23794,472892,9,8,4,5
0,1353352,0.03,140.67,6180,Longing thoughts dyed in crimson,637934,346,4.94554,20925,76961,419710,9,8,4,5
72,783397,0.03,140.15,6180,Hard,355070,87,3.17017,35308,94369,402332,7.5,6,4,6
64,3761818,0.03,136.73,5742,Happiness,1832537,56,3.80543,24075,34392,462280,8.2,7.5,4,5
64,1474949,0.03,139.1,5742,~Shogun's Hard~,623924,84,3.39559,496287,76503,420220,7.5,6,3.7,4
0,2606923,0.03,127.64,8375,EXPERT,1254425,88,5.8668,5539,48192,448532,9.2,8,3.8,5.4
8,541673,0.03,132.26,6221,wkyik's Insane,227994,91,5.27691,72108,102698,393972,9,8,4,7
0,4412269,0.03,134.35,6221,bob's insane,1988616,216,5.06607,18479,23063,473470,9.1,8,3.8,5
8,1180702,0.03,135.24,5742,Winter Break,558107,96,4.46846,25047,76336,420334,8.8,8,4,6.5
0,2588363,0.03,135.34,5742,aika & kanor Collab Insane,1245222,205,5.10678,23861,51429,445144,9,8,4,6
64,4969607,0.03,137.63,5742,Hard,2296532,210,3.85651,4187,11163,485559,8,6,3.5,4
0,1330114,0.03,132.98,6221,Yamicchi's Insane,499482,87,5.00363,60723,74368,422320,9,8,4,6
0,1392441,0.03,132.23,6221,Hikan's Insane,450764,100,4.55314,36405,78075,418711,9,8,3.8,5.8
0,2321255,0.03,132.51,6221,Collab Insane,1110961,93,5.04308,53136,56763,439773,9,8,4,7
0,604957,0.03,111.53,6592,Leader's Insane,263765,87,4.98972,120603,99762,396908,9.2,8,4,7
88,570331,0.03,130.16,6221,Advanced,235551,128,2.60726,91727,101972,394699,6,5,3.5,5
8,1896298,0.03,135.45,5742,NiNo's Insane,906786,87,4.63097,628731,66077,430475,9,8,4,5
0,1856888,0.03,110.15,6592,Onegaku!,869783,73,5.98836,16902,67662,429038,9.3,8,4,5.5
0,291996,0.03,112.72,6592,Insane,112399,97,4.74079,94875,107493,384568,9,7,4,7
0,4037070,0.03,120.88,6680,Expert,1949959,149,5.59259,9597,30215,466486,9,9,4,6
0,2098880,0.03,127.94,8375,Taeyang's Extra,940746,179,5.73405,8090,50513,446159,9.2,8.8,3.6,6
8,4830625,0.03,125.88,8375,Eresh's Insane,2261723,189,4.23486,39181,15738,480933,8.8,8,4,5
0,3094069,0.03,123.58,6680,Mayu's Expert,1510909,81,5.34933,28539,43223,453447,9.1,8.2,4,5.2
0,838489,0.03,120.06,6680,Insane,303324,86,5.08948,23590,86483,410233,9.1,8.4,4,7.2
0,1007525,0.03,111.95,6592,Insane,471346,42,5.06504,151683,86466,410267,9,7.7,4.2,6
64,2136409,0.03,134.64,5742,Hard,959292,90,3.51011,83547,58432,438229,8,6,3.8,5
0,1658726,0.03,118,7133,Sing's Expert,790041,93,5.37728,177039,71951,424677,9,8,4,6
16,3366810,0.03,113.79,6592,Kujinn's Insane,1645707,87,4.89018,21523,40925,455757,9,8,4,5
0,1253483,0.03,125.64,8375,vanucik's Expert!!,591709,61,5.08947,76410,74231,422476,9.3,8,4,6
0,780256,0.03,122.4,6680,apple's Insane,347947,90,4.68156,127108,95782,400913,9,8,4,6
0,353273,0.03,99.74,6670,Insane,101616,87,4.61745,40416,107493,386388,9,7,4,7
0,2278072,0.03,118.44,7133,Ready Perfectly,1086343,89,5.40394,11970,47405,449288,9.2,9,4.2,6
64,2635986,0.03,123.13,6680,Collab Hard,1268344,174,3.61913,69596,51219,445467,8,6,3.5,3
8,615141,0.03,122.31,6680,Insane,270407,97,4.49756,381711,97576,399095,9,7,4,7
0,2962254,0.03,123.83,6680,anfeargorm's Insane,1365094,232,4.32472,8256,46515,450256,8.5,7.5,3.6,5
0,4606417,0.03,102.55,6670,Expert,2180632,198,5.28597,3920,19663,477018,9.2,8.8,4,6
64,2245908,0.03,116.88,7133,Seto's Hard,1073128,77,3.38637,71100,58043,438627,8,6.2,4,5
8,2522355,0.03,124.01,6680,NiNo's INSANE,1211739,80,4.52027,382113,53520,443087,9,8,4,5
0,3127691,0.03,119.54,6680,wring's Insane,1457384,273,5.1266,11723,40086,456775,9,7.5,4,5
0,2931853,0.03,120.47,6680,SLEEPY'S ADVANCED,1420652,117,4.41002,23274,41778,455112,8.5,7.5,4,4.5
0,1538480,0.03,113.57,6592,Senseless,722662,114,5.77262,40095,74158,422541,9.2,8.5,4,6
64,5198049,0.03,122.68,6680,Take's Hard,2398385,86,3.26815,2050,9728,486965,7.5,6,4,4
0,462630,0.03,123.19,6680,Insane,191415,88,4.93606,75074,105508,391163,9,7,4,7
0,3263697,0.03,114.93,7133,Boundary,1598060,87,5.67326,21293,41543,455128,9.2,8.7,4.2,5.2
0,5348968,0.03,115.95,7133,Insane,2437108,204,4.97196,736,1994,494677,9,8,4,6
0,4018163,0.03,116.95,7133,Amajina's Insane,1939205,237,5.05921,2145,30454,466479,8.8,8,3.8,5.5
0,1882780,0.03,122.96,6680,Insane,899955,89,5.00801,40653,66738,429796,9,8,4,6
0,2021259,0.03,94.95,9236,Magi,965596,85,5.62952,26748,62517,434158,9.2,9.4,3.8,6
74,812489,0.03,127.52,8375,Rei24's Insane,370677,35,3.36155,47931,94681,402040,8,7,4,7
0,1898913,0.03,95.61,9236,DS' Expert,907400,89,5.32116,31572,65417,431282,9.1,8.5,4,6
0,524096,0.03,111.37,6592,captin's Insane,224203,88,5.40631,85564,101680,395008,9.2,8,4.2,7
8,1183879,0.03,120.09,6680,Insane,559814,164,4.53503,128070,78924,417835,9,7,3.6,6
0,3030156,0.03,115.91,7133,Suou's Insane ft. torriru,1465638,209,5.01994,77457,43240,453432,9,8,3.7,5
0,780182,0.03,105.56,8990,I,347136,301,5.17293,146949,94357,402381,9,8,4,6
64,4974501,0.03,111.97,6592,Bloxi's Hard,2320772,79,3.73566,5344,5538,491156,8,6,3.5,4
16,495800,0.03,105.36,8990,Mercurius's Another,183656,100,5.13222,74207,101933,394787,9,7,4,6
0,1579562,0.03,115.05,7133,Rin Desu's Hyper,734135,173,4.79269,73998,73005,423695,9,7.5,4.5,6.5
0,2735208,0.03,113.37,6592,Yuuma's Insane,1296278,228,5.01145,53438,46253,450456,9,7,3.5,5
24,4576387,0.03,107.91,8990,Insane,2167798,253,4.76146,4418,20384,476296,8.7,7.6,4,5
64,3528975,0.03,103.34,6670,Hard,1684194,83,3.75262,7630,38567,458059,8,7,3.7,4
0,709517,0.03,113.88,6592,Astral,318647,80,4.97547,80654,97269,399650,9,8,4,7
24,1915918,0.03,113.01,6592,Hard,914242,98,3.80063,267498,65898,430773,8,6,3.3,4
8,1971795,0.03,115.05,7133,Shiinoha's Insane,942642,88,4.56779,914436,63949,433032,9,8,4,5
72,1348013,0.03,106.42,8990,Hard,635275,87,3.27012,738587,79639,417239,7.5,6,4,5
0,2095872,0.03,105.46,8990,Zelq's Expert,1001238,83,4.87379,30150,62301,434349,9,8.5,4,5.5
0,1676829,0.03,121.6,6680,Insane,785890,272,5.29676,32463,71448,425249,9,7,4,4
0,2329706,0.03,103.42,6670,L18's Insane,1115213,87,5.07751,4002,37681,459000,9.3,7,4.3,6
0,3340725,0.03,105.23,8990,Insane,1414573,275,5.11467,72479,39794,456948,9,8,3.8,5
0,3822120,0.03,108.67,8990,LOG OFF B4NTER'S INS4NE,1855321,220,4.92752,30591,32819,463882,9,8,3.8,4.5
64,2474187,0.03,108.29,8990,GlazeE's Hard,1181343,179,3.70308,203175,51010,445720,8,6,4,5
0,5583045,0.03,103.95,6670,Insane,1283876,270,4.92276,936,886,496048,9,8,3.8,4
0,1282915,0.03,107.72,8990,Insane,607392,88,4.72208,44550,77762,418911,9,7,4,7
0,5450111,0.03,95.02,9236,miyo's insane,2482036,232,5.15451,3631,5187,491510,9,8,4,5.5
0,142099,0.03,107.85,8990,Lunatic,45450,196,4.54405,54911,107493,371012,8,7,4,7
64,1286617,0.03,106.87,8990,Irohas' Hard,597111,101,3.44469,506945,81061,415609,7.7,5.5,4,4
8,317150,0.03,102.46,6670,Hyper,103372,163,4.8997,62694,107493,385836,9,8,4,7
64,3498256,0.03,93.41,9246,Mimari's Insane,1710014,86,3.973,8206,38305,458369,8,7,4,4
8,5584352,0.03,105.83,8990,SNZY'S INSANE,2523810,42,4.29184,15925,685,496012,8.8,8,3.2,4.5
0,152185,0.03,93.2,9246,Extra,49351,164,5.07791,7567,53346,443532,9,8,4.8,6.3
0,658902,0.03,97.64,9236,Insane,292823,131,4.9312,75550,96338,400668,9,8,4,6
64,803405,0.03,84.4,10324,Quib's Insane,366070,85,3.62318,50263,93831,402854,8,7.5,4,6
64,3070922,0.03,101.21,6670,Hard,1370456,201,3.72132,96439,44476,452217,8,6,4,4
64,839293,0.03,104.49,6670,Marianna's Hard,378596,53,3.06569,227034,93037,403654,7,6,3.5,6
64,129734,0.03,99.1,9236,Hard,40546,218,3.788,71393,107493,370188,8,6,4,6
0,2417417,0.03,104.12,6670,Singing with the Rain,1106715,227,4.19362,23466,40942,455733,9,7.5,3.6,6
72,957826,0.03,102.75,6670,Hard,445895,44,2.87689,65294,89974,406699,7.5,5.5,4,5.5
8,2193896,0.03,97.04,9236,Expert,1049704,58,5.03652,77292,58755,437916,9.1,8.3,4,5.3
64,2999135,0.03,93.57,9246,Kaguya_Sama's Hard,1398429,120,3.46899,31348,45230,451445,8,7,3.8,5
0,1659750,0.03,95.03,9236,Insane,790979,112,5.12198,115317,71174,425499,9,7,4,6.5
0,5640685,0.03,100.62,6670,parad0xa's another,2543417,45,4.56925,31999,2462,494216,9,8.4,3.5,4
8,5607504,0.03,98.6,9236,Take's Insane,2534169,134,4.78927,10020,2849,493841,9,8,3.8,5
8,1848301,0.03,94.75,9236,Astrandit's Insane,876133,84,4.7254,99072,65948,430770,9,7.5,3.5,6
64,1296809,0.03,100.01,6670,Akitoshi's Hard,614419,111,2.82219,26912,80613,416198,7,5.7,3.7,5
8,4839948,0.03,92.53,9246,Fuxi's Expert,2250663,82,5.56821,169604,14659,482018,9.2,8.8,3.6,4.5
0,124508,0.03,86.51,7868,Lesjuh '09,38720,95,5.33334,32098,107494,367345,8,7,4,7
0,394491,0.03,101.33,6670,lfj's Insane,159527,233,4.83094,123947,100691,395982,9,7.5,4,7
72,132100,0.03,83.72,10324,Hard,41509,205,3.87853,41346,107493,368934,7,6,4,6
0,4113745,0.03,78.4,8247,Share Sensei's Insane,1981110,126,4.52834,15318,27506,469172,8.6,7.5,3.8,4
64,2277711,0.03,82.31,10324,Hooni's Insane,1088537,84,4.47793,28719,55736,440960,9,8.3,3.5,5
64,1481003,0.03,96.55,9236,Kin's Hard,695316,123,3.23442,138510,75989,420695,7.8,6.2,3.4,5
0,3572629,0.03,88.73,7868,Hard,1745954,223,3.98833,9344,37790,458880,8,7,3.4,4
0,2080948,0.03,92.95,9246,Taeyang's Insane,989761,84,4.61939,17523,61991,434914,9,7.3,3.5,5.8
0,3887192,0.03,67.02,7026,Insane,1884234,82,4.67356,14129,31639,465032,8.8,8.5,3.6,5
0,780200,0.03,90.56,9246,Insane,354163,189,4.28379,194191,88132,408542,8,7,4,6.5
0,943940,0.03,90.79,9246,Sakura,438512,243,4.82433,15052,89150,409037,9,8,4,6
72,1543674,0.03,85.14,7868,Hard,731497,86,3.35246,114354,74576,422118,7.5,6.5,3.8,4
72,57423,0.03,94.97,9236,NoHItter's Hard,15942,24,2.43251,68916,107500,355991,7,7,4,7
0,3045745,0.03,92.39,9246,Insane!,1430235,83,4.97268,29366,44727,451965,9,8,4,5
0,2786504,0.03,89.69,9246,Asa's Insane,1339688,260,4.96063,4832,47931,448678,9,8,4,6
0,3481382,0.03,83.87,10324,Insane,1703793,283,4.598,5657,38060,458636,9,8.2,3.6,5
0,3907885,0.03,39.16,9372,casper & inti's Hard,1879976,145,3.2603,16182,22173,474592,7.5,6,4,4.5
88,5763818,0.03,88.38,7868,NORMAL,1081094,192,2.5289,1636,496,496176,4.5,3,3.5,3
8,179972,0.03,86.68,7868,Hard,60167,37,3.9144,57520,107493,383228,8,7,5,7
0,295504,0.03,99.18,9236,Laurier's Insane,93747,87,4.71533,94843,107493,383964,9,7,4,7
0,5412412,0.03,82.25,10324,Laurier's Insane,2468170,158,4.53109,6963,5828,490867,9,8,4,5
0,804793,0.03,69.15,7026,Two Rabbit Souls,366802,88,4.95905,16114,94353,402346,9,8.6,4,8
0,159874,0.03,79.73,10324,Lunatic,48656,129,4.80043,61106,107493,377090,9,7,4,7
8,1695181,0.03,85.2,7868,MatHue's Hard,801001,141,3.78894,17541,69273,427336,8,6,3.8,5
0,1258138,0.03,76.66,8247,Another,594884,133,4.91898,57267,77208,419494,9,7.5,3.8,7.5
16,2994573,0.03,69.62,10562,Vivy,1457058,86,5.18163,14598,38870,458192,9,8.8,3.8,5.5
8,3240812,0.03,78.98,8247,Hard,1574942,190,4.02662,6048,41857,454817,7.5,6.8,4.7,4.3
0,4674515,0.03,84.3,10324,Laurier's Insane,2206134,89,4.90856,3714,16602,480086,9,7,4,5
0,4791391,0.03,81.87,10324,Light Insane,2252729,56,4.39981,86889,16080,480592,8.8,7.7,3,4.5
0,1175532,0.03,79.02,8247,Kalibe's Insane,554847,89,4.68061,90426,84222,412473,9,7.5,4,5.5
72,5116807,0.03,80.51,10324,Normal,2370956,71,2.69316,3462,9664,487012,6,5,2,2
0,678461,0.03,70.41,10562,Irre's Extra,295480,36,5.29525,87041,97656,399015,9,8,7,6
0,1965550,0.03,76.51,8247,Light Insane,913669,172,4.41751,97227,60917,435685,9,7.4,3.5,5.4
88,1182215,0.03,80.03,10324,Normal,558938,42,2.3473,95528,83186,413519,5,4,4,3.5
0,1094843,0.03,81.91,10324,Doormat's Insane,508222,87,4.79326,141744,86217,410453,9,7.5,4,6
0,3787544,0.03,68.37,7026,alevi's Insane: Keisuke's RX-7 FD,1831606,116,4.81659,25678,34504,462252,8.8,8,4,5
0,1707994,0.03,53,9541,VERY VERY CRAZY EXTRA,814486,78,6.30823,77040,68884,427794,9.6,8.7,3.6,5.6
0,52900,0.03,72.34,10562,Insane,14460,150,4.24994,74480,107495,352817,8,8,4,6
8,1973475,0.03,76.92,8247,Insane,944993,88,4.31637,537345,64670,432007,9,7.8,4,5
0,1416839,0.03,71.89,10562,Glory,669826,181,4.59912,300924,77643,419134,8.7,8,4,6
8,1775840,0.03,74.22,10562,Naitsirk's Insane,845746,92,4.95634,100872,63688,433007,9,7.5,3.5,6
0,5143316,0.03,74.09,10562,karupa's Insane,2379934,147,4.48648,9516,6045,490672,8.5,7,4,5
0,3710705,0.03,69.38,7026,yuuma's insane,1714807,78,4.26774,7258,30559,466142,8.7,8,4,5
0,1527723,0.03,71.91,10562,Little's Insane,718735,85,4.62525,12987,74811,421883,8.4,7.8,4,6
8,1588277,0.03,71.04,10562,hyper's Hyper,754219,90,4.04896,1905498,72272,424400,8.5,7.5,4,5.5
0,2820662,0.03,66.31,7026,Trust me,1363395,85,4.85871,35680,47023,449648,9,8,4.2,5.5
0,5255924,0.03,71.93,10562,V,2403899,191,4.76727,9782,6143,490541,9,8.1,4,5
