m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,ar,accuracy,cs,drain
0,3040531,1.09,193.02,2260,[4K] Shirou's MAXIMUM,1482354,124,4.70861,5862,16904,479778,5,8,4,8.5
0,2751872,1.09,129.93,3619,[4K] Infinite Spring,1328442,133,4.09382,66570,45703,450987,5,8.2,4,8.5
64,771272,1.09,207.27,2399,4K Lv.23,349774,88,3.79989,184516,95917,400764,5,8,4,8
0,4300254,1.09,99.93,4729,[4K] Jewel Branch of Hourai,2057639,367,3.50319,1848,15102,481575,5,8,4,8
0,1848364,1.09,91.02,4707,[4K] Another,882805,118,3.8843,26451,65339,431363,5,7.6,4,8.5
0,4837719,1.09,80.91,5619,[4K] Huh... is it truly the end? // Hard,2271210,138,3.44559,2060,6159,490552,5,8,4,8
0,930332,1.09,63.48,6108,[4K] Meow's Hyper,424754,125,3.08134,100096,90343,406334,5,8,4,8
0,3387909,1.09,83.68,5619,Insane,1659613,398,4.53026,541,38658,458030,6,6,4,6
0,53555,1.09,74.46,5478,ignore's Hard,13223,318,4.36152,85980,107499,353827,7,7,4,6
0,3031266,1.09,66.48,6185,Heart,1477434,193,5.70702,3958,34291,462384,9.2,8.5,4.2,6
0,4055636,1.09,55.91,6252,Zekk & kowari's Insane,1919435,196,4.35898,1135,27410,469328,8,8,4,5
0,265791,1.09,41.51,6108,Insane,69779,176,4.95026,297307,107499,384582,9,8,4,8
0,3449261,1.08,789.12,41,[7K] Lunatic,1684406,239,8.24835,4564,34982,461560,5,7,7,8.4
64,600533,1.08,516.89,203,7K Burst!,202755,164,5.28529,20018,100259,396432,5,9,7,8
64,798208,1.08,400.1,466,[4K] SHD,304831,119,4.85987,107019,94378,402328,5,7,4,8.2
0,3992501,1.08,469.48,334,[8K] Abyss,1932403,119,6.87244,322,27183,469494,5,8.5,8,8.5
0,4830389,1.08,405.31,474,[7K] A Bouquet of Cerulean Fragrance,2268229,192,6.56376,1014,15273,481525,5,8.5,7,8
0,5344375,1.08,378.7,530,[4K] Ignite The Inferno,2447985,149,6.01281,354,193,496489,5,7.4,4,8.4
0,5585566,1.08,288.75,1106,[4K] Helpless Resistance: Despair,2528018,183,5.32236,3132,1677,495130,5,8.5,4,8
0,5031847,1.08,37.08,6108,[4K] Normal,2341595,76,2.33162,17861,11642,485044,5,7.2,4,7.2
0,3884668,1.08,199.27,2448,[4K] outer space,1886203,104,4.52379,4170,29587,467091,10,8.5,4,8.5
0,2830682,1.08,268.48,1305,[4K] Burglary,1368942,152,5.3245,5041,39446,457232,5,6.7,4,9
0,3531223,1.08,188.82,2516,[4K] Stage 5: vs. Gatekeeper Akasha,1726370,202,4.67956,10235,16769,479779,5,7.5,4,8.2
0,3702380,1.08,227.78,1780,[7K] Another,1571607,88,5.15918,4696,28074,468606,10,8,7,8
0,2081818,1.08,73.95,5478,[4K] Kamuy's Hard,859797,222,3.31097,44352,57115,439658,5,8,4,8
0,5149519,1.08,147.82,3140,[4K] Will's Extra,2312164,167,4.47093,2738,10128,486549,5,7.7,4,7.7
256,2460194,1.08,172.75,2687,[4K] CS' Finale | Divine Decimation on High,1179815,136,5.67479,49737,49277,447402,5,8.5,4,8.8
0,4671027,1.08,66.61,6185,[4K] INS4NE,1854144,129,3.26121,11466,18801,478014,5,8,4,8
0,401894,1.08,49.89,6108,Tt's Insane,160126,161,5.18129,70155,101006,395686,9,7.5,4,7
0,2016104,1.08,60.12,6108,toybot's Extra,962050,224,5.67936,20934,64154,432543,9.2,8.5,4.5,5
0,4374306,1.08,58.81,6252,[4K] homwu's Hard,2087240,215,2.942,2709,23519,473187,10,7,4,7
0,3608828,1.08,50.05,6108,Zelasse's Expert,1759729,255,5.66979,64698,37068,459636,9.2,8.5,4,5.8
0,3966509,1.08,48.78,6108,[4K] Advanced,1775437,126,2.78437,8737,29923,466754,5,7.2,4,7
0,5734109,1.07,1131.67,5,[7K] Jinjin's Transcendence,2377592,136,9.75585,385,616,496072,5,8.6,7,8.6
0,1549499,1.07,283.02,1219,[4K] RE:DIVIDE,734357,132,5.36438,24489,72992,423715,5,9,4,9
0,4387581,1.07,190.01,2260,[4K] Subterranean Rose,2092851,246,4.67895,5419,21729,474948,5,8.2,4,8.6
256,4799824,1.07,242.11,1592,[7K] Extra,2056340,223,6.67345,795,10230,486448,5,9,7,9
64,667141,1.07,182.78,2506,Chocola [4K MX],297170,122,3.79303,51853,90656,406285,5,8,4,8
0,3604754,1.07,161.91,2574,[4K] Shiratal Mustaqim,1723681,118,4.70054,10191,34589,462088,5,8,4,8.5
0,1023284,1.07,108.84,4025,4K Fall in Love,479188,85,3.76307,38210,85495,411184,5,8,4,8
0,315292,1.07,88.3,5815,4K EXH,123456,114,3.56257,458806,107499,385287,5,8,4,8
0,3611396,1.07,46.63,6108,[4K] Sparkling Rain,1764374,88,2.68709,6032,34473,462182,5,8,4,8
0,120716,1.07,21.47,6108,Tewi,37563,169,5.06762,157603,107499,372120,9,5,4,7
0,5424880,1.06,638.08,102,[7K] Maelstrom,2474846,226,7.82551,260,4512,492351,5,8.5,7,8.5
0,5158730,1.06,389.74,410,"[4K] Beyond the Petals, Where Eternity Awaits",2385350,363,6.15975,2314,7159,489376,5,7.2,4,8.5
0,4194806,1.06,44.23,6108,[4K] advanced,1985592,65,2.86314,16733,27217,469412,5,7.5,4,7.5
0,3441362,1.06,29.07,6108,[4K] Normal,1683972,100,2.10485,32447,37591,458953,5,7,4,7
256,2336676,1.06,133.23,3619,[4K] Apocalypse,1118731,121,5.32417,96980,42909,453779,5,8,4,8.2
0,5701997,1.06,129.08,3000,[4K] Insane,2229950,151,4.0842,1755,881,495848,5,8.2,4,8.2
0,5223874,1.06,99.3,5067,[4K] insane,2406992,139,4.18176,1363,6493,490225,5,7.2,4,7.7
0,1700568,1.06,77.88,6601,Courage,810543,354,5.64185,11484,70643,426065,9,8.7,4,3.8
0,4415340,1.06,92.7,4707,[4K] Yuki's MX,2104289,86,3.50814,4428,22489,474188,5,8.5,4,8
0,560602,1.06,77.73,6601,[4K] Mashiro's Hard,241328,88,3.54433,94996,100279,396401,5,8,4,7
0,4808052,1.06,128.37,3000,[4K] Will's FUTURE,2231037,147,4.38491,2323,4552,492080,5,8,4,8
0,2618377,1.06,65.85,6185,Heart to Heart,1259592,380,6.24093,2591,51716,445031,9.3,9,4.8,7
0,573034,1.06,54.78,6252,Farewell,249230,300,5.18988,11887,96461,400249,9,8,4,7
0,4045694,1.05,439.26,387,[7K] Distant memory of a past love,1953575,374,6.54254,1367,27411,469239,5,8.5,7,8
0,2328418,1.05,347.05,647,6K // Extra Stage,943788,262,5.97537,5046,36028,460656,5,7.8,6,8.2
0,4789445,1.05,41.09,6108,[4K] Cobalt's Present,2223694,154,2.69417,15291,12654,484168,5,7,4,7
0,301708,1.05,137.9,3279,S.Star's 7K EXHAUST Lv.15,113283,93,4.18764,31959,107500,384132,5,8,7,8
64,1048201,1.05,244.22,1592,[4K] Zan's EXHAUST,491454,120,3.92634,175524,87061,409675,5,8,4,8.3
0,1185755,1.05,62.43,6108,[4K] CS' Hard,560734,89,3.04593,106140,80987,415689,5,7.5,4,7.5
0,2723224,1.05,110.23,4050,[4K] Insane,1313951,212,3.91969,6788,41902,454775,5,8,4,8
0,694589,1.05,112.67,4050,[4K] EXHAUST,310861,113,3.93232,38813,88856,407856,5,8,4,8
0,5676662,1.05,100.34,4729,[4K] Hard,2555689,135,3.59687,1011,356,496361,5,7,4,7
0,4441948,1.05,85.74,5815,[4K] ChickenGold's Insane,1961829,197,3.53284,5042,20310,476367,5,7.4,4,7.4
0,3102275,1.05,76.59,6601,4K Insane,1425200,87,3.49423,38622,44169,452390,5,8,4,8
0,4269891,1.05,60.26,6108,[4K] Hard,2045573,141,3.12711,4386,11037,485694,5,7.5,4,7.5
0,2974697,1.05,37.51,6108,Ashemu's Light Insane,1222543,238,4.08754,101269,39374,457485,8.5,7,4.3,6.5
0,4064888,1.05,42.85,6108,Gila,1944544,177,4.55387,2302,22717,473968,8.8,7.8,4.2,5
0,4570451,1.05,35.85,6108,eNVy's Extra,2137985,224,5.79658,20287,19161,477544,9.2,8.6,3.9,5
0,1554578,1.05,31.34,6108,Hard,652909,144,3.30437,44919,72117,424560,7,5,3.6,5
0,1226567,1.05,31.15,6108,Normal,569843,171,2.46953,8696,80764,415918,6,4,3,4
0,3346256,1.05,34.66,6108,STONE FREE,1639480,86,5.33842,110281,41331,455237,9.2,8.8,4,6
64,620333,1.04,680.78,73,Jinjin's Dissociative 7K Identity Disorder,272643,303,6.46493,36554,99496,397180,9,8,7,8.5
64,5223900,1.04,756.04,66,[4K] Synthetic Mirage,2407003,316,6.15059,11154,8822,487858,5,7.4,4,8.2
0,1508853,1.04,121.47,3360,[4K] Ultimate,713930,84,4.09345,44694,68503,428185,5,8,4,8.5
0,5584839,1.04,225.57,1780,[4K] Condensed,2527757,363,4.93214,2149,2815,493862,5,8,4,8
256,1912526,1.04,186.43,2516,[4K] Music Virus,915764,263,6.04231,48297,43376,453317,5,8.5,4,9
64,3671540,1.04,162.8,2574,[4K] Target,1791620,206,3.69177,6601,19183,477494,5,8,4,8
0,2741556,1.04,120.17,3360,[4K] Golden Time,1323543,132,3.83264,2398,38167,458487,5,8,4,8
0,3843743,1.04,119.46,3869,[4K] EXHAUST,1868387,111,4.12411,10290,32120,464558,5,8.5,4,8.5
0,3265959,1.04,111.66,4050,[4K] MA+MA,1599124,107,3.84744,21664,40918,455769,5,8,4,8.5
0,890797,1.04,55.87,6252,[4K] Hard,410466,88,2.9342,42647,88879,407833,5,8,4,8
0,4735904,1.04,116.08,3869,[4K] Insane,2229913,142,3.88774,4729,11575,485106,5,8,4,8
64,3399993,1.04,117.27,3869,[4K] Hard,1665442,130,3.19513,25394,39652,457027,5,6.5,4,7
0,4947117,1.04,77.1,6601,Knight's Insane,2268000,161,4.90728,3650,2783,493895,8.3,7.4,4,5
0,3793506,1.04,50.53,6108,Grief Seed,1846720,216,6.82753,26206,29880,466892,9.5,9,4,5
0,1773715,1.04,39.14,6108,[4K] Hard,847807,84,2.63608,127710,68274,428489,5,7.7,4,7.7
0,83059,1.04,46.81,6108,Insane,24224,181,3.74501,16554,107502,359936,8,8,4,6
0,459939,1.04,42.12,6108,Burning Fighting Fighter,193583,216,4.88584,209618,99691,396988,9,8,4,6.5
0,4481282,1.03,758.77,66,[7K] Synthwave Rift,2130789,231,8.22647,3577,13146,483542,5,7,7,8
0,4763042,1.03,523.83,194,[7K] Virtue,2241070,163,7.42419,3258,16889,479680,5,8,7,7.5
0,3980140,1.03,493.47,258,[7K] Relentless,1927406,304,7.18304,6189,29453,467225,5,8,7,8.5
0,4968079,1.03,599.36,145,[4K] Petrified Naiad Echoes,2319270,323,7.26873,2964,7397,489280,5,7.7,4,7.7
0,3670219,1.03,497.84,271,[4K] Cataclysmic Havoc,1791046,336,7.10402,3908,28175,468506,5,8.3,4,8.7
0,4606747,1.03,313.87,917,[7K] Starlight,2180768,308,5.91036,532,4877,491793,5,8,7,8.7
0,1669907,1.03,326.46,778,[4K] System Failure,795112,303,5.54308,18240,52943,443627,5,8.8,4,8.8
0,5626171,1.03,110.65,4050,[4K] ---,2541183,264,4.0236,3020,2363,494277,5,7,4,7
64,2847102,1.03,210.67,2041,[4K] Future,1377628,139,3.60684,286578,44945,451589,5,8,4,8
0,939698,1.03,120.95,3360,8K Another,436217,115,4.60139,2151,70119,426574,5,9,8,8
0,1551629,1.03,172.38,2687,[4K] MAXIMUM,734969,116,4.5008,24786,65695,431005,5,8.5,4,8.5
0,5130841,1.03,148.73,3140,[7K] Insane,2375072,132,4.44233,2531,10665,486023,5,7.8,7,7.8
256,5135623,1.03,132.17,3619,[7K] Expert,2376612,134,5.26994,3540,10564,486113,5,8,7,8
0,5149875,1.03,81.76,5619,[4K] Hard,2314271,161,3.34912,10371,7863,488944,5,7.5,4,7.5
0,2074958,1.03,74.83,6601,[4K] Hard,992178,90,3.52172,3735,11025,485663,5,8,4,8
0,3419031,1.03,64.09,6108,[4K] Flade's Hard,1671473,190,3.18447,16024,38871,457805,5,8,4,8
0,453042,1.03,38.03,6108,Insane,190222,87,5.00277,1208219,106229,390448,9,8,4,7
0,1602967,1.03,49.67,6108,Rebels,762407,87,4.76941,82818,72043,424812,9,8,4,6
0,4716312,1.03,28.7,6108,[4K] Normal,2224035,151,2.42116,13425,15268,481408,5,7.5,4,7.5
0,1679787,1.02,419.61,388,[7K] Lolicide's GRAVITY,800102,119,6.59415,11142,56334,440235,5,8.2,7,8.5
0,5362855,1.02,310.8,917,[4K] SHD,2454214,131,5.52301,4854,5785,490816,5,8.5,4,8.2
64,774837,1.02,454.01,355,[4K] Extra,351320,119,5.14057,279164,95248,401516,10,8.5,4,8.3
0,1130571,1.02,243.18,1592,[7K] Another,520399,143,5.06594,41636,85214,411466,5,8.5,7,8.5
0,1044900,1.02,169.93,2687,[7K] Another,490208,112,4.7724,28652,84731,411956,5,8,7,8.5
0,4685601,1.02,322.69,766,[6K] Relentless,2211806,304,5.91704,2399,17050,479634,5,8,6,8
0,2454819,1.02,174.07,2687,[7K] Immortalem,1177035,121,4.47018,8779,51796,444845,5,8.4,7,8.4
0,4892927,1.02,38.57,6108,[4K] Artemis' HD,2283051,165,2.91258,4121,5746,490932,5,7,4,7
64,4277777,1.02,95.96,5067,[4K] ADVANCED,2048850,80,2.48507,41608,25366,471310,5,7.5,4,7.5
0,3192842,1.02,85.73,5815,[4K] Dreaming,1563534,244,3.796,13415,43074,453618,5,8,4,8
0,4323622,1.02,59.89,6108,Emiria's 7K Hard,2066673,86,3.11454,11289,24681,471993,5,7.5,7,7.5
0,2651266,1.02,83.04,5619,[4K] Another,1276059,163,3.38634,9070,26992,469694,5,8,4,8
0,3657595,1.02,87.88,5815,[4K] Insane,1773264,107,3.61583,4527,31049,465651,5,8,4,8
0,1160647,1.02,59.08,6252,4K Insane,548030,116,3.09267,25029,60128,436567,10,8.5,4,8.5
0,5239678,1.02,69.51,5478,[4K] Hyper,2412637,210,3.02842,4951,9259,487418,5,7.5,4,7.7
0,67086,1.02,45.99,6108,There is No Love,16904,140,4.60769,175035,107499,356067,8,8,5,8
0,2781252,1.02,73.85,5478,Amamir's Shining Stars,1342689,243,7.35687,10089,46240,450408,9.4,9,4,5
64,3145697,1.02,53.26,6108,Hard,1538592,243,3.41023,1679,44151,452570,7,6,3.6,4.5
0,42767,1.02,49.94,6108,Insane,10353,194,5.04401,47063,107500,350040,8,8,5,6
0,3211102,1.02,61.99,6108,[4K] hyahya's Hard,1572674,90,2.79711,12269,33353,463203,5,7.5,4,7.5
0,1935933,1.02,47.08,6108,sing's master,926885,178,5.45166,33282,64751,432019,9,8,4,6
0,2332157,1.02,30.92,6108,Collab Normal,1097446,189,2.68107,10530,55126,441436,5,4,3.5,3
0,4186297,1.01,424.16,388,[7K] Extra,2010557,133,6.50697,2684,25053,471598,5,8.2,7,8.2
0,4507383,1.01,568.82,154,[4K] Singularity,2141496,262,7.74103,2106,9870,486671,5,8.5,4,8
64,5376483,1.01,631.44,115,[4K] Final Requiem,2458618,314,7.97522,1006,2892,493785,5,8.5,4,8.5
0,4439839,1.01,190.04,2260,[4K] unshakeable,2114428,220,4.72744,8484,21611,475042,5,7.3,4,8.5
64,2099702,1.01,345.65,647,[4K] insane!,1003217,135,4.43401,30357,61166,435512,5,8.5,4,8.5
64,652299,1.01,200.83,2289,[4K] Poi,288794,250,3.72045,249623,99940,396737,5,8.5,4,8.5
0,4883279,1.01,236.56,1704,[4K] Roxie's Extra,2288428,212,4.97786,2150,10938,485752,5,8,4,8
0,1818924,1.01,102.38,4729,[4K] EXHAUST,836072,130,3.59765,64224,66076,430515,5,8,4,8
0,583855,1.01,153.81,3210,[4K] SC,254581,117,4.48456,44548,87830,408903,5,8,4,8.5
0,298814,1.01,42.02,6108,5K The House - Hard,110637,287,2.95832,21164,107500,385148,5,7,5,7
0,5145464,1.01,147.32,3140,[4K] Search & Destroy,633655,216,4.46381,2160,10601,486077,5,8.8,4,9
0,1969596,1.01,80.68,5619,[4K] Selamat Pagi,855946,87,3.49197,50454,56142,440559,5,8,4,8
0,1997254,1.01,52.12,6108,[4K] MX,780992,77,3.03826,59310,64321,432356,5,8,4,8
0,819180,1.01,78.05,6601,[4K] victorica's Insane,372359,85,3.3914,57596,94168,402576,5,8,4,8
256,790529,1.01,77.62,6601,[4K] Insane,357060,211,4.47548,97561,91993,404687,5,8,4,8
256,4943986,1.01,64.56,6185,[4K] Grin,2311045,140,4.29971,6758,11801,484903,5,8.2,4,8.2
0,184472,1.01,43.34,6108,Hard,62021,89,3.7914,106149,107499,376290,7,6,4,6
0,974072,1.01,45.66,6108,Insane,412140,349,4.52007,58657,87704,408977,9,7.5,4,6
64,3758815,1,661.03,102,[6K] Darkness,1831212,244,6.68393,4456,32936,463741,5,7,6,8
64,1670962,1,528.41,220,Ash's 6K Extra,650415,229,6.25426,13086,71115,425528,5,9,6,8.5
64,713131,1,496.63,271,[4K] Zenx's SHD,315435,133,5.55045,99344,96217,400475,9,8.5,4,8.3
0,4715005,1,444.4,421,[7K] Extreme,2167288,148,6.8222,1534,12154,484527,5,7.2,7,8
64,5599888,1,459.71,323,[4K] Harmonic Bliss,2532856,374,5.19131,1938,2914,493764,5,7.2,4,7.5
0,2471417,1,321.69,766,[4K] YURUSANAI,1185688,137,5.55441,25408,46755,449812,5,8.5,4,8.5
0,4021547,1,339.59,612,[4K] Beyond,1943992,148,5.80693,6903,28720,467976,5,8.2,4,8.2
64,4346637,1,399.72,466,[4K] Florephemeral Dreamflux,2076124,361,4.76513,7818,24306,472256,5,7.8,4,8
0,4374049,1,300.9,998,[7K] Adventure,2087366,184,5.5681,745,7662,489015,5,8.5,7,8.5
0,4637186,1,185.16,2516,[4K] [RC] /!\ Hytex's Shutdown /!\,2180255,153,4.45275,9031,10551,486156,5,8,4,8
64,927051,1,361.17,596,[4K] LNP's INFINITE,429664,109,4.59439,99160,88660,408017,5,8.5,4,8.5
0,5135673,1,415.38,435,[7K] Death Melody,2377187,234,7.10218,645,7426,489251,5,9,7,8
256,3263262,1,253.42,1412,[4K] Ascend,1597869,394,6.75365,5557,18896,477783,5,8.9,4,8.2
0,4327351,1,106.36,4025,[4K] Insane,2062236,146,3.69214,11878,24198,472480,5,8,4,8
0,3912455,1,178.07,2516,[4K] Ere the Flowers Bloom,1898243,91,4.57488,8719,30136,466543,5,8.5,4,8
0,4489966,1,311.58,917,[7K] Leggendaria,2134119,186,5.90795,1027,16352,480376,5,8,7,8
256,5651529,1,294.08,1101,[4K] SPECTRUMSHATTERER :: diffusion.ZONE,2425955,336,7.27115,1148,2173,494527,5,7.4,4,8.2
256,1844620,1,307.97,913,[6K] Ash's HEAVENLY,823117,117,7.16058,5847,37718,458959,5,8.5,6,8.2
64,1818629,1,262.57,1316,[4K] AstralAir,870244,274,3.92168,13206,51606,445072,5,8.2,4,8.5
0,4263718,1,72.59,5478,LeiN-'s Hard // 4K,2043077,117,3.21131,8177,25532,471085,5,7.5,4,7.5
0,4838836,1,56.92,6252,Burning Collab Expert,2271680,134,5.02601,9867,15881,480816,9,8,4,6
0,3316553,1,157.42,3002,[7K] Insane,1624402,139,4.2545,7969,38405,458272,5,7.8,7,8
0,5394518,1,281.88,1219,[7K] NoName's Expert,2464556,136,5.38324,486,4511,492060,5,8.2,7,8.2
64,4767096,1,617.44,141,[4K] extreme,2242700,54,5.30888,3438,15266,481691,5,8.6,4,8.4
256,3987711,1,130.48,3619,[4K] Nicknem's Extra,1930425,276,5.49243,23567,27490,469257,5,8,4,8.5
64,1294969,1,177.1,2516,[4K] Reba's Hard,613792,244,3.33316,83174,79518,417159,5,7.5,4,7.5
0,5150470,1,94.85,5067,[4K] Collab Insane,2127527,111,3.97124,3851,3772,492926,5,8,4,8
0,2453659,1,155.68,3002,Sin,1176404,315,7.31392,8091,54221,442469,9.6,9,4,4
64,3928577,1,145.02,3140,Mommy Sucks,1905234,153,6.22023,83183,31540,465093,9.3,9.3,4,5.5
0,931860,1,142.18,2972,N/A's Another,403427,229,5.89879,112296,89080,407620,9.3,8.5,4,5
256,2912700,1,106.94,4025,[4K] Fantaisie Impromptu,1413062,268,4.86849,39136,44406,452272,5,8.6,4,9.2
256,3695815,1,137.28,3279,[4K] Transcend your Limit | Fatal End,1802351,169,5.48384,23708,32260,464418,5,7.8,4,8.5
0,2008482,1,65.55,6185,Doppelganger,954734,306,6.44524,16443,63916,432762,9,8,4,6
0,3809605,1,67.11,6185,[4K] Hard,1853900,209,3.02877,14559,33993,462661,5,8,4,8
0,2036467,1,88.76,5815,MONOCHROME,972696,340,7.20984,8001,62523,434154,9.5,9.4,4.2,6
0,3535122,1,71.13,5478,[4K] Hard,1725902,237,3.13363,37217,35911,460660,5,7.5,4,7.5
0,1478355,1,48.81,6108,We are Stile!,697961,88,5.89463,128709,72773,423813,9.5,8.3,4.2,6
0,2116793,1,68.41,6185,Shining Ray of Hope,843045,213,4.51627,17271,61384,435303,8.6,7.6,4.3,4.5
0,1932016,1,68.95,6185,Pentaprism,924891,88,4.46056,37458,64887,431733,8.5,8,5,6
0,5303525,1,53.7,6108,[4K] ADVANCED,2433731,145,2.96661,11006,7448,489113,5,6.8,4,7
0,5269008,1,52.22,6108,4K Hard,2411445,31,2.97785,3508,4654,492095,5,7.5,4,7.5
0,5233172,1,61.11,6108,[4K] hyper,2410227,168,3.09717,5165,2456,494224,10,7.5,4,7.5
0,796721,1,39.19,6108,Extra,362718,89,5.29002,495588,95267,401494,9.3,8,4.2,7
0,1016102,1,56.01,6252,[4K] HD,475591,173,3.04996,67368,81222,415878,5,8,4,7.5
0,4623153,1,41.27,6108,[4K] Mongol's ADVANCED,2171297,136,2.51402,5840,19630,477047,5,7.5,4,7.5
0,4916515,1,43.41,6108,[4K] hard,2300685,57,2.76486,10160,10939,485755,5,7,4,7
64,1876878,1,60.14,6108,Gero's Hyper,885208,48,3.4622,52924,43469,453066,8.5,7.5,4,6
64,3330567,1,43.88,6108,muya-'s Hard,1631603,166,3.1775,52456,41395,455295,8,6,3.8,4.4
0,2740274,1,43.35,6108,Extra,1315151,186,6.4196,27078,48906,447786,9.2,8.8,4,5
0,3063569,1,49.36,6108,Immature Murderer,1494707,287,6.25059,9344,27146,469622,9.3,8.5,4,6
0,40607,1,37.84,6108,Ex Hard,10418,198,3.46095,184397,107499,350581,7,7,5,5
0,1221423,1,41.11,6108,NiNo's Extra,484532,213,6.13691,186588,77976,418739,9.5,9,4,6.2
0,1059388,1,41.18,6108,Extra,497769,42,5.04843,2456830,87009,409724,9.2,8.7,4.6,7
0,547883,1,28.35,6108,[4K] VicStar's Lv.9,236553,173,2.38397,21274,102345,394361,6,7,4,7
0,941454,1,36.38,6108,Advanced,294336,225,2.50268,8866,86341,410390,5.5,4.5,3.3,4
0,105730,1,35.81,6108,Forever xier can make it!,31236,87,2.57276,67355,107500,368440,6,4,4,4
0,5157510,1,74.32,5478,Imitation,2385073,238,5.48722,1279,8598,488099,8,8,5,5
0,2005305,1,37.46,6108,Insane,957835,89,4.58364,215550,63198,433485,9,8.6,3.6,5
256,5453761,1,41.04,6108,[4K] HARD,2430780,78,2.98603,16295,5603,491172,5,8,4,8
0,1964637,1,31.09,6108,Exit this Earth's Atomosphere,940700,277,4.01785,26336,49305,447675,8,7,4,6
0,1477807,1,41.93,6108,Normal,696037,193,2.49559,3420,74414,422315,5,3.5,3.5,4
0,38821,1,39.3,6108,Extreme,9823,297,5.17103,31625,107500,354476,8,8,4,7
0,2283635,1,38.15,6108,Anto's Light Insane,1092468,90,4.09329,462699,57457,439317,9,7,4.1,5
0,2542475,1,40.24,6108,Lunatic,1001825,209,4.98332,59229,49944,446734,9,8,3.8,5
64,4332385,1,31.3,6108,[4K] normal,2014470,135,2.09616,10261,24802,471880,5,7,4,7
0,3400,1,39.5,6108,Hard,584,199,3.00064,136469,107499,333727,6,6,6,7
64,5331831,1,48.44,6108,[4K] Normal,2443377,186,2.3148,1096,1642,495036,5,7.4,4,7.4
0,2158968,1,37.49,6108,Feelings,1032553,256,4.70056,13932,60009,436690,9,8,4.2,6
0,4153280,1,31.99,6108,arutama's Normal,1994915,195,2.51302,17459,27870,468808,6,4,3.2,3
64,2593080,1,39.47,6108,[4K] Madoka's Normal,1242820,189,2.13156,74676,44817,451869,5,7,4,7
64,143989,1,83.44,5619,Lunatic,46223,171,4.83401,171687,107499,372061,9,7,4,7
0,2707240,1,39.63,6108,Moonlight,1304227,133,4.77456,17647,43826,452861,9,7.5,4.6,6.2
64,960426,1,34.42,6108,[4K] Normal,442691,214,1.69857,134050,88447,408230,5,7,4,7
0,4707701,1,32.49,6108,[4K] Sava's Normal,2220445,86,2.2722,3126,15911,480880,5,7,4,7
0,4936788,1,31.34,6108,[4K] dro's normal,2305457,96,2.20706,2768,9132,487563,10,6.5,4,7.5
0,116856,1,34.49,6108,Hard,36137,91,3.57674,102597,107501,368477,8,6,4,6
0,1562944,1,35.95,6108,Takekii's Advanced,738656,98,2.86001,40194,70912,425796,6.6,4.5,3.4,4.5
0,626245,1,27.77,6108,Insane,276201,74,4.86473,89775,93166,403512,9,8,4,7
0,5139638,0.99,1165.83,3,[7K] JUXTAPOSiTiON,2137728,299,10.2371,1941,9964,486713,5,6.5,7,8
0,5106710,0.99,407.57,474,[7K] BURNING,2367364,176,6.41312,746,11112,485583,5,8.5,7,9
0,3083481,0.99,303.57,998,[4K] Antikythera,1505323,397,5.50165,36824,43904,452773,5,8.3,4,8.3
256,4484698,0.99,142.09,2972,[4K] blood on my hands,2088289,112,5.25222,33283,19586,477096,5.7,8.2,4,8.2
256,1955359,0.99,118.77,3869,[7K] Blocko's Another,910843,123,5.18029,23202,60899,435810,5,9,7,9
0,4880907,0.99,111.5,4050,[4K] Insane,2255571,193,4.18009,3149,14198,482408,5,7.3,4,7.3
0,5007262,0.99,100.9,4729,[4K] LUMP1T4'5 HYP3R,2331207,148,3.7757,2236,2247,494344,5,8,4,8
0,3727302,0.99,63.54,6108,[4K] NImo's Hard,1788765,166,3.08082,35848,32300,464376,5,7.5,4,7.5
0,4200595,0.99,69.39,6185,[4K] Hyper,2017609,123,3.36967,7389,19550,477157,5,7.8,4,7.8
0,3133241,0.99,74.59,6601,Punai Punai,1532007,108,7.85269,2959,33652,463066,9.8,9.6,4,6
0,472953,0.99,76.82,6601,victorica's 4K MX,197085,88,3.23416,104779,103040,393640,5,7,4,7
0,5774355,0.99,73.19,5478,[4K] Trust Yourself,2588346,70,3.58063,597,324,496354,5,8,4,8
0,701033,0.99,55.61,6252,Extra,302756,207,5.67816,538916,95516,401237,9.6,9,4,5.5
0,5002973,0.99,52.72,6108,Nii-san,2331916,84,7.43536,17397,12404,484277,9.8,9.5,3.8,5
0,4047047,0.99,45.69,6108,[4K] hard,1954150,45,2.71623,19484,25084,471610,5,7.8,4,7.8
0,5504414,0.98,890.46,21,[7K] Cryogenic,2501772,217,8.79641,1494,4666,492027,5,6.5,7,7.8
64,1955359,0.98,530.68,215,[7K] Blocko's Another,910843,123,5.18029,23202,60899,435810,5,9,7,9
64,1869526,0.98,474.76,306,[4K] Sirius,894666,151,4.94797,46779,50260,446608,5,8.3,4,8.5
256,4404685,0.98,408.46,474,[7K] Limitless,2099753,399,8.59735,4317,16834,479873,5,7,7,7.5
0,3510033,0.98,331.73,845,[4K] AZALEA,1717598,115,5.66955,18657,35629,461221,5,8.3,4,8.5
0,794499,0.98,352.87,620,[7K] Hyperspace,361643,133,6.05191,26725,92041,404651,5,8.2,7,8.7
0,2423664,0.98,247.18,1583,6K // i adore you.,1161093,192,5.2133,6352,42742,454028,5,8.1,6,8.3
