m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,ar,accuracy,cs,drain
0,5218288,0.03,166.52,2647,[4K] ultra hyper kool gurlllll,2405300,169,4.45396,854,4353,492324,5,7.8,4,8.2
0,3207291,0.03,32.42,6108,[4K] Normal,1570640,134,2.17918,21120,38210,458492,5,7.4,4,7.2
64,5082011,0.03,129.5,3619,[4K] Superboy's Hard,2278354,91,3.30856,7575,3756,493216,5,7.5,4,7.5
0,3218185,0.03,138.83,3279,4K Insane,1565681,82,4.29352,6395,34328,462348,5,9,4,8.5
0,5087081,0.03,127.68,3000,[6K] Insane,2360416,136,4.1736,1046,7632,489052,5,8,6,8
256,4752256,0.03,133.83,3619,[4K] Append,2236887,139,5.31086,22350,11122,485555,5,8.7,4,8.2
0,4206374,0.03,121.08,3360,[4K] Colorful Decease,2019845,296,4.45821,1265,26976,469702,5,7.9,4,8.1
0,4483998,0.03,157.84,3002,[4K] Extra,2051835,109,4.33915,2231,21914,474649,7,7.8,4,7.9
0,2385413,0.03,134.51,3279,[4K] Virtualisation,1142201,130,4.21778,4805,31115,465575,5,8,4,8
256,2704471,0.03,137.71,3279,[7K] LIFE,1304251,123,5.68526,5747,34470,462215,5,8,7,8
0,4331147,0.03,146.64,3140,[4K] Crazy | Nitric Oxide Cardiovascular Malfunction,2069912,97,4.3591,4077,23764,472919,5,8,4,8
0,5417174,0.03,149.67,3210,"present day, present time hahaha",2443939,192,8.02784,2786,3770,492908,9.7,9.5,5,6
0,4651012,0.03,127.18,3000,[7K] Insane,2197136,123,4.19577,2959,17268,479411,5,8,7,8
256,4810269,0.03,148.88,3140,[7K] The Season Named Under You,2259286,82,5.16609,2540,12808,483927,5,8.5,7,8.5
0,4679219,0.03,111.8,4050,[4K] ler's Insane,2207305,215,4.04334,3156,17308,479369,5,7,4,8
0,414908,0.03,120.3,3360,Momo's 4K Insane,163908,123,4.17177,34238,106355,390321,5,8,4,8
0,4467488,0.03,137.37,3279,[5K] Dual Emotion of Empty Hearts // Insane,2125494,150,3.99013,512,14238,482448,5,8,5,8
256,4474117,0.03,116.46,3869,[4K] kizutsukenaide,2128157,93,5.13638,33221,20403,476147,5,8.5,4,8.5
0,255968,0.03,113.78,4050,[7K] Insane,88307,115,3.68971,16666,99654,397024,8,7,7,7
0,1242637,0.03,111.63,4050,[4K] Insane,586805,85,3.97697,56376,74670,422088,10,8,4,8.5
0,888279,0.03,136.67,3279,7K Heavy,409152,100,4.4141,7038,74665,422032,5,8,7,8
0,497693,0.03,6.09,6108,Easy,211586,95,1.79606,88998,104545,392132,3,2,3,2
0,4301473,0.03,101.82,4729,[4K] Hated by life,2058130,96,3.938,7279,21031,475647,5,8,4,8
64,2605105,0.03,179.65,2506,[4K] Bushido,1253557,84,3.25226,33878,49680,446998,5,8,4,8
0,2462696,0.03,97.86,5067,[4K] mint's Insane,1154288,107,4.00571,16740,32293,464304,5,7.7,4,8.2
0,489215,0.03,111.77,4050,[4K] S.Star's SPECIAL,183878,109,3.83377,27248,101722,394962,5,9,4,8
0,2479135,0.03,48.66,6108,[4K] Hard,1088021,122,2.8312,10675,52709,443905,5,8,4,8
0,3796695,0.03,124.83,3000,[4K] Spring Morning,1848246,124,3.99227,4224,32239,464438,5,8,4,8
0,5233173,0.03,126.49,3000,[4K] jovial merryment,2410227,168,4.25818,2537,2456,494224,10,8.5,4,8.5
0,690817,0.03,102.99,4729,[7K] Insane,308944,137,3.82103,21609,98838,397839,8,8,7,8.5
256,429552,0.03,109.16,4025,[4K] SHD,176446,138,5.17957,135550,95547,401248,5,8,4,8
0,4390467,0.03,125.96,3000,[4K] A cat's dance,2094032,87,4.18034,3700,19958,476728,5,8.8,4,8.2
0,5222292,0.03,102.41,4729,WhiteCookies' Extra,2396005,190,6.00224,4618,8360,488318,9.2,8.2,4,6
0,1940816,0.03,137.8,3279,[4K] MAXIMUM,929247,113,4.14193,8203,42779,453917,5,7.9,4,8.7
64,1758733,0.03,107.27,4025,[4K] Ly0's HD,698840,88,2.78332,38358,69943,426805,5,7.8,4,7.8
64,2763840,0.03,106.46,4025,7k advanced,1334074,135,3.04235,5683,46668,450015,5,6.5,7,6.5
0,3714679,0.03,113.58,4050,Affection,1811044,261,6.93682,14751,32555,464265,9.7,9.2,4,5
64,3939812,0.03,135.15,3279,[4K] Fapu's Hyper,1909971,87,3.54387,16203,29362,467320,5,7.5,4,7.5
0,4947107,0.03,110.5,4050,[4K] Insane,2312164,167,3.92232,3603,10128,486549,5,7.5,4,7.5
256,3991263,0.03,109.25,4025,[4K] FiNALE DUEL!!!,1931924,339,4.62384,4185,27038,469647,5,8,4,9
64,4415402,0.03,98.89,5067,[4K] HARD,2062241,165,2.94144,16797,21740,474939,5,6.9,4,7.3
0,4608517,0.03,106.72,4025,gazimal's Extra,2051856,146,7.07517,2801,15957,480731,9.4,9,4,5.8
256,895083,0.03,91.51,4707,[4K] SUMMER SPLASH!!,412632,104,4.67087,119693,90391,406293,5,8.5,4,8
0,2850351,0.03,89.5,4707,Heilia's Extra,1316020,94,6.05194,3092,48211,448514,9.2,9,4,6
64,3592773,0.03,114.04,4050,[7K] EXPERT,1726774,132,3.69863,9288,34338,462347,5,7.5,7,7.5
0,5508520,0.03,157.91,3002,[4K] Insane,2502888,220,4.24366,467,1670,495015,5,7.5,4,8
0,1573242,0.03,96.18,5067,Down's Extra,721842,168,5.47499,49932,73007,423690,9.2,8.5,4,5
64,3919008,0.03,121.18,3360,Mommy's Basement,1901049,85,6.11286,75162,32131,464570,9.3,9.3,4.2,5.2
0,4875620,0.03,99.74,4729,GimBab's Insane,1165540,84,4.70818,2334,14746,481949,9,7.5,4,5
256,1850932,0.03,103.27,4729,[4K] Another,885596,141,4.45798,119016,62145,434605,5,8.5,4,8.5
0,3572269,0.03,105.53,4025,Prestissimo,1746423,80,5.23792,16614,33747,462959,9,8,4,7
0,4135614,0.03,88.19,5815,[4K] CS' Insane,1957349,123,3.67494,7042,22443,474310,9,7,4,7.8
0,1863254,0.03,0.85,6108,Easy,891348,129,1.59172,946836,67122,429531,3,2,2,2
256,1052579,0.03,118.76,3869,[4K] Celestial Chicken's GRAVITY,491959,113,5.4221,76515,85426,411254,5,8.5,4,8.5
256,1017927,0.03,91.6,4707,[4K] GRAVITY,476565,119,4.95912,180271,88541,408136,5,8,4,8.5
0,5061722,0.03,92.06,4707,[4K] Insane // Reality Bending Spell,2351884,87,3.73348,1421,10689,486056,5,8.2,4,8.2
0,4177810,0.03,73.24,5478,[4K] insane / winter,1969233,53,3.86673,2084,27768,468915,9,8,4,8
0,3517331,0.03,105.6,4025,[4K] Expert,1721103,121,3.64698,11774,37688,458989,5,8,4,8
0,3165978,0.03,104.89,4025,[7K] Hyper,1549179,262,3.83589,9164,42488,454189,5,7.5,7,7.8
0,4147033,0.03,87.36,5815,[4K] CS' Insane,1982752,210,3.48583,41180,28570,467979,5,7.5,4,8
0,5530117,0.03,97.26,5067,[4K] SHD,2510048,88,3.60182,1047,4367,492318,5,7.9,4,9
64,5178228,0.03,146.14,3140,[4K] Hard,2391949,112,3.13801,10345,7486,489191,5,7,4,7
0,929627,0.03,91.14,4707,Timelapse,430934,256,4.6923,31673,89511,407176,8.3,8,3.9,6.5
64,5600451,0.03,101.61,4729,[4K] Advanced,2530258,122,2.62188,1106,799,495879,5,7.5,4,7.5
256,1044811,0.03,88.8,5815,Collab 4K EXTRA,490166,115,4.44745,106179,86148,410535,5,8.5,4,8.5
0,5676882,0.03,84.28,5619,[4K] Jukomu's HARD,2515927,149,3.36672,2549,2140,494534,5,7.5,4,7.5
0,261893,0.03,61.07,6108,[7K] Roxas' Hard,91996,87,3.01746,27004,107502,381461,8,8,7,8
0,43285,0.03,89.98,4707,Insane,11301,154,4.59496,3318,107499,350353,7,7,5,8
64,666600,0.03,79.19,6601,[4K] HD,296752,150,2.74319,68379,92079,404628,5,7.5,4,7.5
64,1063555,0.03,89.86,4707,4K Hard,499781,83,2.85603,86942,82240,414443,5,7.5,4,7.5
256,4296438,0.03,80.93,5619,[4K] Insane,2056100,124,4.12417,20822,21501,475176,5,8.5,4,8.5
0,5594725,0.03,93.62,4707,[4K] Insane,2531098,139,3.70407,2228,2261,494425,5,7.4,4,7.8
64,360791,0.03,101.72,4729,4K Dante's Insane,130556,64,2.87202,138642,107499,387823,9,8,4,8
0,1299548,0.03,87.72,5815,Gift,616185,313,6.88969,6237,72102,424674,9.4,9,4,6
0,4411848,0.03,105.83,4025,[4K] Tug of Love,2102782,87,3.84169,1618,12237,484501,5,8.2,4,8.5
0,3548207,0.03,109.4,4025,[4K] Summer Girls,1736091,87,3.72278,10988,37420,459345,5,7.5,4,8
0,3658332,0.03,87.78,5815,believe,1785920,297,6.71672,22209,35490,461186,9.3,9,4,6
0,5023190,0.03,98.83,5067,[4K] Goliath tigerfish // Insane,2338601,205,3.65441,2175,6733,489943,5,6.5,4,7.4
0,1673042,0.03,88.67,5815,[4K] Amii's Expert,794264,85,3.24634,34020,69438,427242,5,8,4,8
0,2039171,0.03,84.43,5619,Lasse's Insane,967904,211,4.97897,9522,61305,435817,9,8,4,5
0,4063840,0.03,86.39,5815,X,1960877,214,8.37681,2162,23445,473130,10,9.2,4,5
0,4089430,0.03,72.05,5478,7K Another,1265691,138,4.24711,8411,25482,471195,5,8,7,8
0,293206,0.03,65.07,6185,Hanyuu's 7K MX,112675,88,3.42211,38949,107499,383918,5,8,7,8
0,4512448,0.03,78.52,6601,[4K] Vincus'::WARNING::,2127628,210,3.52078,2761,9272,487405,5,7.5,4,7.5
0,4565315,0.03,88.96,5815,[4K] Guise's Insane,2164405,87,3.81735,3821,16416,480293,9.6,8,4,8
0,3249698,0.03,79.24,6601,[4K] Hard,1590373,88,3.40213,10462,33628,462922,5,8,4,8
0,3907765,0.03,87.14,5815,mirash's net dyhaniya extra,1889729,155,6.47277,19445,32131,464471,9,9,4,6
0,4404737,0.03,94.82,5067,[4K] Angki's INFINITE,2099774,114,3.92037,2231,15918,480914,5,8,4,8
256,5687360,0.03,86.37,5815,[4K] intro,2559426,34,4.25266,3806,1011,495687,5,8,4,8
0,901284,0.03,83.2,5619,[4K] Insane,416020,116,3.45533,27315,75007,421669,5,8,4,8
0,2219160,0.03,88.29,5815,lu^3's Extra,890981,167,6.11847,34713,59402,437257,9.4,8.5,4.2,6
0,4485384,0.03,92.96,4707,[4K] Kagura,2132346,210,3.74901,1951,20857,475826,5,8.5,4,8.8
0,369294,0.03,71.92,5478,victorica's 4K HD,139045,274,3.11846,21253,107500,388025,4,7,4,7
0,1582620,0.03,13.77,6108,Kibbleru's Normal,751785,228,2.24436,1885095,72646,423919,5,4,3,3
0,1514253,0.03,63.93,6108,Expert,716630,243,5.75916,47862,74860,421875,9,8,4,8
0,1637717,0.03,81.2,5619,[4K] Tofu's Another,730034,115,3.57587,50886,68166,428505,8,8,4,8.2
0,2191340,0.03,76.02,6601,[4K] Together,1048385,176,3.68632,19980,58395,438323,5,8,4,8.5
0,5434369,0.03,91.7,4707,nohtaraM,2477922,920,8.07529,669,4826,491915,9.6,9.3,4,4
0,794750,0.03,74.54,6601,Marvel,361790,302,6.12578,75534,95259,401505,9.3,8.4,4.2,6
64,2005813,0.03,83.66,5619,[4K] Hard,957917,87,2.75122,92205,59039,437647,5,8,4,8
64,5094405,0.03,85.12,5815,[4K] Advanced,2278354,91,2.47648,6668,3756,493216,5,7,4,7
0,3240136,0.03,71.74,5478,I want to feel your heart right now,1586364,289,6.20285,3302,42679,454019,9.3,9,4,5
0,1638954,0.03,73.3,5478,[4K] Hard,777881,64,3.3583,25407,64806,431727,5,8,4,8
0,3209630,0.03,76.09,6601,Railgun,1571898,88,5.93727,4793,39194,457622,9.3,8.6,4,5
256,1207645,0.03,52.51,6108,7K Expert,569665,87,3.98481,27829,81518,415159,5,8,7,8
0,3688959,0.03,76.94,6601,[6K] Hard,1799500,109,3.23231,7113,30927,465752,5,7.5,6,7.5
0,5580383,0.03,76.32,6601,Streamy Gift,2526220,62,4.87298,4101,2980,493728,9,9,4,5
0,5536805,0.03,128.92,3000,[4K] Debirun,2511932,90,4.19119,2287,3916,492770,5,7.5,4,8
0,2868385,0.03,28.78,6108,Mao & Panda's Hard,1388906,222,3.97218,371889,42940,453745,8,6.5,3.5,3
0,3550409,0.03,47.56,6108,[4K] secXcscX's EXPERT,1737067,153,3.46157,23257,36576,460162,5,7.5,4,8
0,2654115,0.03,77.41,6601,Spkz's Insane,1276862,87,4.89286,7624,51052,445651,9,7.5,4,6
0,4299170,0.03,69.8,5478,[4K] Ultra's Future,1971952,134,3.51687,8463,24381,472229,5,7.5,4,7.5
64,834371,0.03,88.14,5815,[4K] Hard,381397,150,2.78942,131651,90884,405795,5,7.5,4,7.5
0,2695411,0.03,75.49,6601,Kowari's Extra,1280404,237,5.80059,27501,45773,450911,9.3,9,3.8,5.2
0,793845,0.03,60.58,6108,Final Destination,361306,128,6.68497,57009,79199,417814,9.3,8.5,4,6
0,5296546,0.03,81.67,5619,alumetri & piroshki's extra,2403310,172,6.93119,5679,7365,489320,9.5,9.2,3.8,4
0,4925036,0.03,71.59,5478,Run along with Captain Jack,2304027,202,5.16419,2739,3128,493555,8,8,5,7
0,3706310,0.03,67.65,6185,[4K] Insane,1775193,94,3.61331,8909,34062,462615,9,7,4,7.7
0,2973317,0.03,70.16,5478,Illusion,1445554,322,6.36535,1405,41612,455080,8.5,8.5,4.2,6
0,2156259,0.03,78.29,6601,[4K] AH's Hard,1001172,155,3.39191,8100,27072,469827,5,7.5,4,8
0,1949556,0.03,74.99,6601,[4K] ADVANCED,933868,153,3.17188,106080,48407,448308,5,7.5,4,7.5
0,1030928,0.03,82.71,5619,[4K] Hyper,483147,101,3.69025,32525,83098,413606,5,8,4,8
0,4938114,0.03,69.85,5478,[4K] D1's Insane,2298930,193,3.31618,860,13853,482797,5,7.5,4,8
2,2592888,0.03,61.07,6108,[4K] EXHAUST,1247458,116,4.68412,42496,47176,449444,5,8,4,8.5
0,4758887,0.03,74.86,6601,Tarrasky's Extra,2218044,93,6.15239,2127,5230,491304,9.5,9.5,4.8,5.5
0,1058266,0.03,68.38,6185,Chaoz's Insane,370467,235,5.11638,10483,84994,412049,9,8,4,7
256,767309,0.03,77.84,6601,[4K] Hyper Lv.22,347779,148,3.98324,385139,96280,400406,5,8,4,8
0,3248781,0.03,59.75,6108,EXTRA (FT. MOKOBE),1589495,103,6.50731,10852,42649,453987,9.4,6.5,3.5,4
0,2817250,0.03,75.77,6601,"[4K] Magic, Day Yeah Bye!",1361516,124,3.2847,2482,35696,460981,5,8,4,8
0,63412,0.03,67.26,6185,Lost,17819,149,5.80401,4602,34907,356704,8,8,5,4
256,4269617,0.03,76.36,6601,[4K] Radiance,2045473,62,4.03383,18828,22190,474428,5,8.5,4,8.5
0,5225043,0.03,52.83,6108,[4K] Hard,2407387,205,3.26161,1642,5492,491227,5,7.5,4,7.5
0,271616,0.03,67.14,6185,Hana,73451,131,5.05419,35123,107499,382451,9,7,5,6
256,3631141,0.03,67.95,6185,[4K] MX,1773437,111,3.56181,42697,31375,465233,5,8,4,8
0,4885833,0.03,66.06,6185,[4K] Avalon's Hard,2289421,154,3.09395,1682,14912,481764,5,7.5,4,7.5
0,4792738,0.03,53.4,6108,[4K] Hard,2253116,139,2.65747,5112,13824,482981,5,8,4,8
0,2767913,0.03,65.97,6185,Yuumeikyou's Journey to the Stars!,1336079,258,4.65247,3533,20957,475794,9,8,4,5
0,3544167,0.03,66.42,6185,[7K] Hard,1734025,122,3.05254,2217,27040,469641,5,7.3,7,7.5
0,5199299,0.03,66.98,6185,Expert,2191876,58,5.55717,32691,7214,489525,9.2,9,4,4.8
0,4443669,0.03,67.01,6185,[4K] Flade's Insane,2114044,45,3.23336,8243,22470,474208,5,7.8,4,7.8
0,33842,0.03,59.41,6252,ANOTHER,8149,103,4.45131,4671,107502,350539,8,8,5,7
0,5242769,0.03,69.72,5478,[6K] Hard,2413795,127,3.33253,1545,4685,491983,5,7.2,6,7
256,2801936,0.03,64.96,6185,[4K] Eternity,1353528,92,3.99032,29796,47093,449584,5,8.5,4,8.5
0,2605952,0.03,62.07,6108,Log Off Now's Insane,1242046,129,4.5661,27112,51721,445014,9,8,3.8,5
0,4569530,0.03,55.07,6252,[4K] Hard,2138173,190,3.14074,15377,6816,489953,5,7,4,7
0,5367799,0.03,60.66,6108,[4K] IT's Hard,2455961,184,3.02631,1244,4696,491989,5,8,4,8
0,3695772,0.03,61.16,6108,Fyuni's Expert,1797993,88,5.51518,27849,35876,460820,9.2,8.5,4,5.5
0,569097,0.03,60.8,6108,Bloodlust,240761,178,5.95067,82189,101621,395056,9.2,8,4,6.5
0,3668731,0.03,62.99,6108,Nightmare,1788943,173,6.22357,2323,32750,464016,9.2,9,4,6
0,2585550,0.03,71.72,5478,AIONIOS IPNOS,1243733,240,9.04389,3268,41405,455259,10,10,4.6,4
0,2762203,0.03,76.89,6601,[4K] Hard,1279947,110,3.18819,39741,46029,450648,5,7.5,4,7.5
0,4177809,0.03,57.14,6252,[4K] hard / autumn,1969233,53,2.96541,3568,27768,468915,9,7.5,4,7.5
0,4443668,0.03,65.54,6185,[4K] Hyper,2114044,45,2.92283,9005,22470,474208,5,7.6,4,7.6
64,4673558,0.03,65.27,6185,[4K] Advanced,2207100,31,2.26751,21328,16513,480039,5,7.2,4,7.2
64,4637187,0.03,67.62,6185,[4K] [RC] Advanced,2180255,153,2.42311,29228,10551,486156,5,7.3,4,7.3
64,1349930,0.03,61.89,6108,[4K] Normal Skeleton,636160,151,2.22168,67239,57510,439329,5,7.5,4,7.5
0,4231303,0.03,49.49,6108,4K Hard,2030433,201,2.80073,5710,20249,476293,5,7.5,4,7.5
0,4148471,0.03,68.24,6185,[4K] milku's Hard,1965533,215,3.09028,8904,28513,468167,5,7.5,4,7.5
0,1633532,0.03,51.3,6108,Dreamer,777596,300,6.12659,62766,66858,429827,9.6,8.5,3.8,5.6
0,2123717,0.03,56.21,6252,Pervert,1014751,85,4.17563,60102,60113,436435,8,8,4,6
0,1728260,0.03,59.62,6108,Another,812792,229,5.27859,25875,67412,429161,9,8,4,7
0,2506859,0.03,58.04,6252,Luxuria,1202012,87,6.32036,9481,53130,443403,9.7,8.8,4.2,5
64,1936648,0.03,75.27,6601,[4K] NOVICE,920688,113,2.33739,76388,45200,451480,5,7,4,7
0,4309001,0.03,58.69,6252,[4K] Hytex's Hard,2061214,121,2.99354,13693,15084,481592,5,7.5,4,7.5
0,4237740,0.03,72.92,5478,[6K] Future,2032929,134,3.88368,3051,22325,474377,5,7,6,7.5
0,4074595,0.03,56.84,6252,Hollow,1965008,253,6.4125,829,8402,488275,9.2,9,4,6
0,26137,0.03,59.07,6252,Hard,5230,112,3.14796,4394,107520,343628,6,6,4,8
64,4702180,0.03,84.57,5815,[4K] Hard,2218360,162,2.31795,2573,16181,480540,5,7.5,4,7.5
64,3035620,0.03,64.37,6108,[4K] FAMoss' Normal,1479741,95,2.21057,14331,35592,461113,5,7.3,4,7.3
64,4948342,0.03,52.98,6108,[4K] Hard,2306539,107,2.11046,13301,13753,482923,3.5,7,4,7.5
0,3306679,0.03,60.42,6108,Kowari's Expert,1593028,228,5.91648,3832,41307,455372,9.2,8.5,4,6
0,1780815,0.03,56.17,6252,Bliss,851867,215,6.06909,5526,68137,428543,9.3,8.5,4,5
0,5246742,0.03,41.24,6108,[4K] Insane,2407378,74,3.07745,4770,9172,487524,5,8,4,8
0,4334025,0.03,54.17,6108,[4K] YUM YUM CAIJI. HARD,2069976,103,2.94746,7697,20910,475772,5,7.5,4,7.5
0,1541577,0.03,60.32,6108,Yugu's Ichigo,726765,97,5.2955,59112,72053,424729,9.3,8,4.2,6
0,4849333,0.03,54.97,6252,[4K] 6E3YMHO MOJILHO 6blTb TTePBblM | Insane,2275590,31,3.18137,4428,15315,481359,9,8,4,8
0,2204926,0.03,54.58,6252,Insane,1055249,96,4.65825,48555,58405,438271,8.7,8,4,5
0,5179581,0.03,58.29,6252,Evil Kama's No one's around to help.,2377334,52,7.71536,3889,7986,488570,9.6,9.5,4,3.2
0,2604529,0.03,52.25,6108,[4K] Hyper,1253230,130,2.89761,37476,43952,452751,5,7.5,4,7.5
256,4374914,0.03,59.1,6252,[4K] (^O^) // insane,2087660,110,3.85847,77079,22273,474406,5,7.8,4,7.8
64,3775760,0.03,53.96,6108,4K Normal,1794589,87,2.27771,6809,31908,464778,5,7.5,4,7.5
0,2064221,0.03,58.49,6252,Daycore's Extra,985788,160,5.6715,125775,62305,434390,9.2,8.7,4.5,5.8
0,431095,0.03,52.28,6108,Hard,177523,200,3.62445,156448,101575,395101,7.5,6,4,6
0,3318046,0.03,58,6252,[4K] hana's hd,1622189,100,3.35463,13485,40356,456337,0,7.7,4,7.7
0,1005745,0.03,47.15,6108,Stella's Insane,470405,183,5.24186,22264,85193,411485,9,8,4,6
0,717102,0.03,53.18,6108,[4K] Marirose's HARD,322526,118,3.22077,43715,96591,400089,5,8,4,7
0,4906498,0.03,60.8,6108,Deception,2294635,154,5.90965,3046,12557,484142,9.4,9,4.2,6
0,2970565,0.03,51.15,6108,captin's Extra,1301388,185,6.24276,3298,44330,452374,9.4,9,4.2,5
0,860022,0.03,49.19,6108,Monsoon,395149,300,5.77998,93260,92785,403894,9.3,8.7,4,5.5
0,371325,0.03,50.15,6108,Insane,150491,230,5.36149,55189,107499,389176,9,8,4,7
0,4173535,0.03,49.14,6108,[5K] Hard,2006522,119,3.17563,4200,26662,469921,5,7.5,5,7.7
0,4830006,0.03,50.32,6108,[4K] Hyper,2268066,41,3.28458,6576,14472,482213,5,8.3,4,8.3
0,5521670,0.03,51.38,6108,[4K] Boring-chan! // Hard,2506807,158,2.83696,2159,2651,494041,5,7.3,4,7.3
0,140665,0.03,52.66,6108,Extra,44967,137,5.95305,127299,107499,373467,9,7,4,7
0,2824646,0.03,39.96,6108,Remastered Extreme,867737,112,7.01716,20578,45404,451274,10,9,4,5
0,4613063,0.03,48.84,6108,[4K] Insane // Bibbidi Bobbidi Boo-wa,2183073,66,3.04734,11464,18750,477970,5,8,4,8
0,1838662,0.03,49.45,6108,I AM THE PEPSI MAN,879193,37,6.39014,69066,67175,429526,9.6,9.4,4.3,4
0,4666230,0.03,52.27,6108,[4K] HARD,2201473,139,2.8657,11768,15017,481660,5,7.5,4,7.5
0,1103520,0.03,44.68,6108,Ongaku's Another,517598,134,4.81302,112929,85578,411098,9,7.5,3.8,6
0,2679146,0.03,46.88,6108,pain,1275243,258,4.66507,18786,47196,449480,8.5,8,3,5
0,4424829,0.03,45.27,6108,<3,2108343,206,5.80263,3454,17623,479692,9.3,8.5,4,6
0,44467,0.03,40.34,6108,Insane,11693,88,4.12812,6450,107502,350597,8,8,5,6
0,4542115,0.03,48.61,6108,Red Spider Lily,2155078,94,4.46056,1521,16047,480630,8.8,8,4.2,5
0,3449049,0.03,50.27,6108,[4K] Difficult,1672894,116,2.90093,26246,38479,458199,5,7.7,4,8
0,3769554,0.03,38.48,6108,[4K] Fragrance in Thaw,1835996,88,3.09498,40440,33781,462896,5,8.5,4,8.5
64,836774,0.03,44.62,6108,[4K] NOVICE,382668,110,1.96595,131251,91072,405610,5,7,4,7
0,173567,0.03,46.73,6108,Lunatic,54289,145,4.76343,229810,107499,374040,9,7,4,7
0,28065,0.03,50.18,6108,HappyMiX,5774,179,5.92539,145813,107499,347760,8,8,5,3
0,2327247,0.03,49.47,6108,Far Beyond Reality,1113996,422,8.22278,7992,55800,440899,9.8,9.5,4.5,5
64,1473481,0.03,52.83,6108,[4K] Normal,695418,43,2.1145,41184,75232,421485,5,7,4,7
0,3494088,0.03,48.29,6108,[4K] Hyper!,1709954,98,3.08465,8964,34446,462246,5,7.5,4,7.5
0,1132818,0.03,43.3,6108,Fragments,534800,313,6.66692,17299,79059,417624,9.4,8.3,3.8,5.7
0,2622409,0.03,47.72,6108,Plaudible's Extra,1234094,143,5.73609,57584,49923,446818,9.3,8,3.5,5
64,3684106,0.03,52.57,6108,[4K] Normal,1794518,166,2.19614,3017,26589,470088,5,7.5,4,7.5
0,3142373,0.03,42.48,6108,Girls' Little Conspiracy Club,1536879,303,5.93185,14389,39783,456923,9,8,5,5
0,4362649,0.03,43.65,6108,[4K] Hard,2083111,105,2.65642,3479,21630,475058,5,7.5,4,7.5
0,2245025,0.03,43.73,6108,[4K] Advanced,1072682,116,2.65041,13030,52804,443884,5,7.6,4,7.6
258,5362854,0.03,56.91,6252,[4K] SC,2454214,131,4.86055,10256,5785,490816,5,8.3,4,8.1
0,472309,0.03,38.68,6108,Mei's Insane,198802,89,4.92118,74852,103932,392745,9,7,4,6
0,1486580,0.03,3.46,6108,Easy,699427,226,1.88678,321102,74650,422056,3,2,3,2
0,1863289,0.03,39.97,6108,Expert,891366,116,5.54173,185679,67275,429444,9.2,8.3,4.2,6.3
0,3263750,0.03,18.18,6108,[4K] Normal,1598090,140,1.90324,65475,41801,454881,5,7,4,7
0,2455426,0.03,6.44,6108,Catty's 7K Plunge the Blade,1173757,93,1.32332,5610,45848,450685,5,6.5,7,7
0,4945395,0.03,42.84,6108,Kaede's Insane,2307360,88,4.44746,7656,13359,483318,8.8,8,3.8,4.8
0,267773,0.03,40.78,6108,RLQuillab Insane,93555,145,5.89124,23526,107499,386725,9,8,4,7
0,1582618,0.03,37.22,6108,Gero's Insane,751785,217,5.1654,155817,72646,423919,9,7,4,6
0,117427,0.03,31.88,6108,5x5x5,33651,155,4.00802,1013659,107499,367521,7,5,4,5
0,5271210,0.03,48.64,6108,[4K] perpetuity,2422499,36,2.56719,4080,8363,488441,5,8.5,4,9
0,5700267,0.03,69.18,6185,[4K] Hard,2563643,171,2.99206,3500,1344,495369,5,8,4,8
0,487589,0.03,54.08,6108,xsrs's Extra,186318,149,5.66506,212862,96413,400305,9.5,8,4,6
0,3090607,0.03,41.64,6108,[4K] Rhezie's ADVANCED!!!!,1487045,114,3.05946,12608,28334,469041,5,7.2,4,7.5
0,2802630,0.03,43.3,6108,browiec's Extra,1350684,89,5.73419,183227,46610,450144,9.3,9,3.6,5.6
0,4142758,0.03,44.13,6108,JeZag's Extra,1869260,183,6.104,8233,25242,471472,9.5,9,3.7,4
0,3896322,0.03,38.42,6108,Shining Star,1891091,172,5.48271,7184,30750,465938,9,9,4,5.5
0,4486163,0.03,34,6108,Despair,2132638,53,4.62438,104993,20024,477171,9,8.4,4.2,5
0,5485820,0.03,53.71,6108,[4K] Nova // Hard,2495730,116,2.76479,2111,1947,494981,5,8,4,8
0,364663,0.03,39.04,6108,4K HD,147281,88,2.45323,77932,107499,388024,5,7,4,7
0,1262832,0.03,32.48,6108,Soliloquy,596704,86,4.97719,2274379,81954,414726,9,8.5,4,6
256,5552251,0.03,45.41,6108,[4K] HARD!?,2513899,126,3.26504,11007,3122,493570,5,7,4,7
64,584137,0.03,38.93,6108,[4K] NM,254581,117,1.96459,58076,87830,408903,5,7,4,7
0,1173015,0.03,32.54,6108,ByBy's Hard,539241,41,3.15862,73360,80091,416586,7,6,3.3,5
0,2819248,0.03,30.75,6108,[4K] Hard,1287682,140,2.65819,17419,47358,449306,5,7.4,4,7.4
0,103300,0.03,32.88,6108,Hakkun;Gate,30876,88,4.59807,49549,107499,367659,8,7,6,7
0,802229,0.03,31.92,6108,[4K] Dell's Normal,361535,89,2.067,93341,92119,404896,5,7.5,4,7
0,721245,0.03,42.97,6108,[4K] HD,279063,132,2.48634,66005,97649,399027,5,7.5,4,7.5
0,350197,0.03,31,6108,Insane,140152,145,3.97981,17685,76678,420045,8.3,8,4.2,8
0,5265223,0.03,31.01,6108,[4K] It's Insane!,2383590,239,3.3816,7729,8906,487939,5,7.8,4,8
