id,name,ppOld,ppNew,ppDiff,minuteUpdated
20511373,pauldeegee,15675.9,14768.22,-1581,29789842
7108275,i love manosaba,14912.4,14764.12,1331,29789843
11558207,shime,15188.3,14758.40,596,29789842
12252724,honque,14811.4,14745.97,2032,29789843
13571078,Pullout Couch,15201.7,14739.18,189,29789842
16529875,Wanderio,14737,14738.84,2048,29789843
11113067,Tofy,15442.6,14736.04,704,29789842
11481765,RAFUNA,15378.8,14730.24,-228,29789842
24868424,WhiteDoable,15162.6,14720.03,-707,29789842
6824840,rebella,15330.5,14719.53,-89,29789842
11811792,Sorae,15319,14716.75,-519,29789842
4830687,BoshyMan741,14948.9,14715.69,857,29789843
9265990,rng_,14871.2,14710.94,1389,29789843
24482708,Gl1tcher,15708.9,14701.31,-789,29789842
18371932,-aico,15395.7,14698.39,-863,29789842
14919428,Aheo,15059.2,14697.77,1136,29789842
31849423,auteaism,15522.7,14695.32,-1595,29789842
11403899,SanyaVsunya,15076,14676.32,6,29789842
9915885,xafi666,15191,14675.67,748,29789842
7081596,Bomilk,15062.2,14670.58,130,29789842
15818398,Yoo Da Hee,15210.6,14667.88,-241,29789842
8861058,Lonky,14424.5,14664.14,2705,29789844
14035338,Evernight,15018.7,14654.17,-661,29789842
6951444,Fjell,15102.7,14652.37,-47,29789842
11580377,aidinth,15084.2,14644.62,614,29789842
11410595,Niali,15102.2,14635.65,-193,29789842
16083856,F3n1X,15131.9,14630.51,346,29789842
3533958,fieryrage,14764.1,14628.83,1731,29789843
27758743,Remirakk,15295.9,14626.31,-1022,29789842
5423872,ruirui,15333.9,14624.99,-651,29789842
5496627,Mac,15010,14619.93,327,29789843
11548737,Yezman,15040,14617.34,-463,29789842
13056953,Toy0Ta,15659.7,14616.53,-2065,29789842
21764744,[ Krat ],14911.9,14613.92,926,29789843
22396092,Jerma985,14732.5,14607.98,280,29789843
9331403,karomi,15351,14604.10,-1467,29789842
2553519,Camberos,15256.4,14602.77,160,29789842
8275006,-pare,14885.6,14601.87,873,29789843
9682576,Tonttu81,14934,14589.84,1499,29789843
9704802,zekk,15321.8,14579.55,-355,29789842
12179012,Rinnu,14939.8,14576.97,-452,29789843
8117238,Kaibi,14141.5,14573.99,4867,29789844
9719351,minefieldsurfer,15265,14552.94,817,29789842
12069464,Woolly mammoth,14727.1,14552.94,1024,29789843
7010761,Kingling,14266.9,14551.12,3177,29789844
12024659,RuHo,14964.6,14545.99,1148,29789843
13586618,taro,14716.1,14537.93,1521,29789843
3942535,wusa,15314.7,14517.64,-1017,29789842
18092331,Lesperry,15148.2,14512.46,-360,29789842
3876402,FlySlime,15328.5,14504.66,-969,29789842
4687701,Dropinx,14872.8,14503.62,468,29789843
7728757,-ZooM-,15022,14503.53,-324,29789842
17649390,pupusa,15292.2,14500.15,-1126,29789842
8454773,MegaMK,14400.6,14498.79,1991,29789844
4945688,rairiku,14823.7,14498.16,1042,29789843
10320157,BaconPug,14529.2,14498.00,1338,29789843
15734664,Sirboks,14740.6,14495.99,-1137,29789843
9405745,scylla,14407.6,14493.82,3235,29789844
13858963,_Chonker,15179.7,14492.17,9,29789842
11547643,pawb,14678,14491.49,895,29789843
12147277,-Kedama,15017.9,14490.07,-352,29789843
20328948,tayko,14892,14487.64,-301,29789843
12133744,Warpscon,14334.8,14482.63,2614,29789844
6341977,kasuwa,15073,14481.47,120,29789842
18112324,riwoto,15097,14478.15,-683,29789842
15541726,RandomerZ,15000.9,14465.00,164,29789843
9256771,gilraen,14646.6,14460.78,474,29789843
3792472,Woey,14383.6,14455.65,2156,29789844
14865000,nyaaapurrrrr,14855.3,14454.44,481,29789843
2802727,DarthInvaderZim,14636.1,14452.82,1492,29789843
11922986,sriracha rice,14165.9,14442.91,3390,29789844
9980174,sophills,14934.6,14441.98,985,29789843
11584075,ganjanov,15042.6,14436.29,-366,29789842
19892110,Beneqt,14902.8,14435.16,293,29789843
15429006,palr,14536.4,14431.88,2048,29789843
7611178,coughing baby,15001.6,14426.84,-66,29789843
29076626,octik,14893.8,14423.08,504,29789843
18111541,kure,14538.2,14421.92,1810,29789843
5783061,-Spartan,15189.2,14418.72,-397,29789842
7341081,Tikkanen,15122.7,14412.89,-587,29789842
12288389,Petirabi,14925.5,14407.21,804,29789843
2944449,marwin,15009.1,14402.31,-365,29789843
16257749,Zero blue,14356.5,14398.88,1287,29789844
15423958,veirakk,14863,14395.58,229,29789843
17381728,Toji_fushiguro_,15033.5,14393.22,-330,29789842
10841911,meowioos,14629.2,14388.65,929,29789843
3068044,Dumii,14190.5,14384.81,2457,29789844
1545563,Anze,14113.4,14379.47,3796,29789845
3614356,baishanjun,14354.9,14375.04,2617,29789844
4896825,My Angel Anzu,14804,14372.80,285,29789843
4458239,ampy,15107,14368.72,1081,29789842
10806437,FlipRopiik,15140.5,14366.61,-1669,29789842
4470775,razorfruit,15160.6,14361.26,-1365,29789842
13068741,LyeRR,14765.7,14359.73,-340,29789843
15431748,hidensryz,14489.9,14344.12,651,29789843
7908994,dlwlrma-,14961.1,14340.77,-459,29789843
3595282,Jyuifty,14343.1,14339.02,1970,29789844
12145220,Nekkid,14509.5,14331.27,2084,29789843
11426160,v i n i,14959.2,14323.12,-1036,29789843
12620773,Dercani,14302.7,14322.43,1692,29789844
11538636,nbob,15002.6,14321.99,-702,29789843
10567112,Alfrah,14820.8,14318.30,-640,29789843
7540631,virtuoso,14986.3,14314.33,-747,29789843
8698024,defii,14558.7,14312.87,501,29789843
7940696,pundice,14995.2,14304.58,-803,29789843
12040280,Xyloz,14387.2,14304.48,1032,29789844
9578404,roliy,14783.9,14303.46,102,29789843
10572078,WEEEEEEEIIIIIII,14904.2,14303.43,-489,29789843
11254108,RuconChikk,14765.5,14302.59,-913,29789843
17274052,TheMagicAnimals,14524.9,14296.99,840,29789843
7806753,chicken_10,13751.9,14295.01,4475,29789846
20315228,elituqinn,14548.7,14283.06,374,29789843
25643883,dsa,14746.5,14280.46,1182,29789843
7469192,nobully,14834.1,14276.13,577,29789843
8957338,Hyun2,14796.6,14267.73,208,29789843
9501251,ChillierPear,14495.5,14267.62,1220,29789843
3771576,Flami,14312.3,14267.15,-280,29789844
8329753,yukin1014,14293.7,14260.37,1467,29789844
14059423,baliiii,14192.6,14259.43,2120,29789844
4309566,Drox,14760.9,14258.99,-858,29789843
7774197,Endura,14165,14258.45,1794,29789844
12211248,Hana buys milk,14775.6,14256.86,49,29789843
8768850,napadenie somov,14545,14246.41,1169,29789843
10662278,NameLuux,14225.7,14244.27,699,29789844
9524966,thebossmax,15172.8,14243.32,-1077,29789842
16095174,elixirio,14412.2,14243.13,1287,29789844
15803185,disperagioia,14748.1,14241.08,542,29789843
15599273,LighScrap,14180,14240.62,1840,29789844
12296128,junamat,14310.1,14233.97,608,29789844
2303856,Wieran,14541.1,14233.91,949,29789843
