id,name,ppOld,ppNew,ppDiff,minuteUpdated
13343597,drake official,7491.52,6907.82,-155,28824067
33098577,[GS] Aldhen,7292.74,6907.42,588,28824069
9730535,Jozzeh,7437.72,6906.98,345,28824067
1980469,deasu,7456.6,6906.94,340,28824067
20895955,Danny1226,7491.94,6906.83,-251,28824067
16884222,Theacc,7491.39,6906.42,-82,28824067
11204585,Chiinox,7479.11,6906.35,67,28824067
22825439,GabePies,7376.12,6906.31,-105,28824068
13550870,Antacid,7533.84,6905.96,-281,28824066
27428442,fireworld2911,7548.01,6905.90,-98,28824066
20175760,Nyxitus,7544.13,6905.73,-257,28824066
17142856,Ayano Tateyama,7493.27,6904.97,-142,28824067
24057089,OhGenius,7509.26,6904.81,-286,28824066
4842661,Ericpr46,7560.31,6904.66,-159,28824066
7378926,Overcharge,7417.84,6904.66,478,28824068
26990465,PogboyXx,7501.45,6904.60,-161,28824066
26412284,RyoMochi,7536.78,6904.56,-76,28824066
20813415,qiufeng_xz,7354.34,6904.11,335,28824069
6851569,-HERO-LSR-,7291.9,6904.02,742,28824069
30725955,KKKSSSGGG,7288.17,6903.82,433,28824070
7078551,_Streamy_,7488.06,6903.17,140,28824067
27618759,heyhaha,7282.9,6901.90,-151,28824070
13546988,ANT_L SN,7481.3,6901.42,122,28824067
20219088,_SkyCrystal,7479.51,6901.24,-114,28824067
12863442,Holm27,7324.75,6901.15,-159,28824069
9758343,ksertz,7393.46,6901.06,247,28824068
8506144,Rozq,7483.6,6901.02,19,28824067
16213445,fengapple,7435.48,6900.39,8,28824067
20328919,BredCrumbs,7261.29,6899.80,660,28824070
22916674,-darwisy,7241.21,6899.65,1303,28824070
19322647,el alcon XD,7457.35,6899.57,-76,28824067
16188360,Klyanta,7493.94,6899.40,30,28824067
13094831,Blue_Potion,7457.66,6899.29,101,28824067
16991655,dp0ttxy,7516.77,6899.12,-160,28824066
26773323,RyonX,7463.15,6898.95,-182,28824067
29564491,pdoLCK,7475.53,6898.81,102,28824067
15672246,[ava_nya],7509.03,6898.41,-145,28824066
10582504,[Crz]Zino,7409.94,6898.15,196,28824068
9873833,Tnse,7515.58,6898.09,-315,28824066
21111540,kotori [mania],7508.3,6897.59,-301,28824066
33090074,Soir1223,7473.78,6897.53,-307,28824067
10123414,-Solist,7459.78,6897.42,254,28824067
19901647,CagadorXD,7533.88,6897.32,-175,28824066
9200617,KillerPooN,7488.92,6897.27,-21,28824067
13757302,Spanish Boi,7508.16,6897.13,17,28824066
25628033,2931003712,7265.93,6896.86,942,28824070
6121363,Yagurrr,7457.42,6896.15,134,28824067
6476722,ReanimateS,7443.94,6894.90,70,28824067
17270040,Masayosin,7525.55,6894.75,-407,28824066
26335058,Alan129,7329.92,6894.09,206,28824069
29919434,Artexis,7232.91,6894.07,247,28824070
35930006,Arshii,7465.85,6893.74,433,28824067
33494968,burdunik2,7274.32,6893.66,41,28824070
32727577,fspx,7481.18,6893.03,-117,28824067
13114629,KipKerrieKevin,7445.52,6892.96,9,28824067
7124443,Szevu,7488.69,6892.95,44,28824067
34385788,hijodelmoco111,7506.47,6892.44,160,28824066
12190592,xkar,7288.87,6892.20,427,28824070
5105587,iiko,7503.8,6892.17,-69,28824066
19967828,zsourlemon07,7347.81,6892.04,318,28824069
8113691,qinghuacao,7276.17,6891.97,630,28824070
23843057,Ikamura,7452.3,6891.91,-271,28824067
31719744,qwerty4325123,7324.91,6891.85,743,28824069
2353894,Kruppol,7515.43,6891.63,-10,28824066
17977144,Luanntica,7498.36,6891.07,-29,28824066
15201249,nanadrian,7439.99,6890.96,-189,28824067
31047664,__kyriolexy,7505.25,6890.45,-544,28824066
31008717,itz_Joshua12,7494.06,6890.36,-354,28824067
34401863,planark,7290.71,6889.76,-444,28824070
17027225,princeeroni,7418.16,6889.70,285,28824068
